B00, 100
B00, Trade, 85073.635, 164, P00, B00, 1
B00, Trade, 85717.788, 171, B00, S17, 1
B00, Trade, 85722.500, 170, B00, S24, 1
B00, Trade, 85735.385, 173, S12, B00, 1
B00, Trade, 85742.077, 167, B00, S11, 1
B00, Trade, 85763.135, 167, B00, S05, 1
B00, Trade, 85767.462, 171, S04, B00, 1
B00, Trade, 85778.981, 173, S08, B00, 1
B00, Trade, 85789.346, 168, B00, S13, 1
B00, Trade, 85824.962, 174, S07, B00, 1
B00, Trade, 85841.423, 172, B00, S20, 1
B00, Trade, 85856.519, 163, B00, S24, 1
B00, Trade, 85859.288, 178, S21, B00, 1
B00, Trade, 85871.846, 175, B00, S00, 1
B00, Trade, 85906.654, 165, B00, S23, 1
B00, Trade, 85924.538, 172, B00, S18, 1
B00, Trade, 85939.058, 170, P00, B00, 1
B00, Trade, 85951.135, 168, B00, S16, 1
B00, Trade, 85956.231, 180, S06, B00, 1
B00, Trade, 85970.404, 172, S01, B00, 1
B00, Trade, 85982.538, 170, B00, S01, 1
B00, Trade, 85987.654, 172, S21, B00, 1
B00, Trade, 86011.500, 171, S12, B00, 1
B00, Trade, 86018.519, 172, S22, B00, 1
B00, Trade, 86031.673, 166, B00, S08, 1
B00, Trade, 86051.154, 175, B00, S17, 1
B00, Trade, 86067.673, 172, S17, B00, 1
B00, Trade, 86082.154, 173, S01, B00, 1
B00, Trade, 86088.769, 167, B00, S20, 1
B00, Trade, 86093.788, 170, S14, B00, 1
B00, Trade, 86113.712, 171, B00, S03, 1
B00, Trade, 86117.019, 168, S00, B00, 1
B00, Trade, 86135.981, 168, B00, S24, 1
B00, Trade, 86151.750, 170, B00, S00, 1
B00, Trade, 86169.788, 175, S14, B00, 1
B00, Trade, 86189.096, 169, B00, S24, 1
B00, Trade, 86199.404, 166, S02, B00, 1
B00, Trade, 86219.904, 172, B00, S04, 1
B00, Trade, 86244.654, 170, S14, B00, 1
B00, Trade, 86259.808, 167, B00, S03, 1
B00, Trade, 86262.808, 168, S04, B00, 1
B00, Trade, 86270.481, 169, B00, S23, 1
B00, Trade, 86284.596, 174, B00, S12, 1
B00, Trade, 86295.981, 170, B00, S20, 1
B00, Trade, 86303.385, 173, S18, B00, 1
B00, Trade, 86317.692, 179, S23, B00, 1
B00, Trade, 86330.346, 163, B00, S04, 1
B00, Trade, 86345.673, 177, S24, B00, 1
B00, Trade, 86364.692, 166, B00, S01, 1
B00, Trade, 86373.058, 169, B00, S00, 1
B00, Trade, 86391.577, 173, S20, B00, 1
B01, 100
B01, Trade, 85261.712, 176, S08, B01, 1
B01, Trade, 85263.115, 175, S21, B01, 1
B01, Trade, 85278.423, 180, S01, B01, 1
B01, Trade, 85282.635, 175, B01, S00, 1
B01, Trade, 85297.423, 181, S05, B01, 1
B01, Trade, 85313.385, 170, S13, B01, 1
B01, Trade, 85334.865, 168, B01, S01, 1
B01, Trade, 85350.923, 174, P00, B01, 1
B01, Trade, 85362.327, 179, S21, B01, 1
B01, Trade, 85370.923, 178, S18, B01, 1
B01, Trade, 85380.192, 170, B01, S11, 1
B01, Trade, 85393.038, 175, S05, B01, 1
B01, Trade, 85396.308, 175, S22, B01, 1
B01, Trade, 85416.019, 172, S08, B01, 1
B01, Trade, 85430.154, 172, S01, B01, 1
B01, Trade, 85440.788, 170, S05, B01, 1
B01, Trade, 85446.269, 175, S23, B01, 1
B01, Trade, 85459.462, 173, S23, B01, 1
B01, Trade, 85462.808, 175, S19, B01, 1
B01, Trade, 85475.942, 175, S22, B01, 1
B01, Trade, 85485.250, 176, S08, B01, 1
B01, Trade, 85502.769, 175, S20, B01, 1
B01, Trade, 85512.769, 168, S01, B01, 1
B01, Trade, 85528.635, 168, S04, B01, 1
B01, Trade, 85536.981, 170, S08, B01, 1
B01, Trade, 85545.058, 167, S12, B01, 1
B01, Trade, 85555.346, 170, S19, B01, 1
B01, Trade, 85575.481, 169, S16, B01, 1
B01, Trade, 85588.442, 168, S06, B01, 1
B01, Trade, 85600.692, 166, S24, B01, 1
B01, Trade, 85603.942, 165, S06, B01, 1
B01, Trade, 85651.385, 172, S24, B01, 1
B01, Trade, 85659.269, 169, S19, B01, 1
B01, Trade, 85673.288, 170, S07, B01, 1
B01, Trade, 85676.135, 172, B01, S06, 1
B01, Trade, 85690.442, 172, S08, B01, 1
B01, Trade, 85695.596, 170, B01, S11, 1
B01, Trade, 85713.558, 169, P00, B01, 1
B01, Trade, 85721.519, 176, S16, B01, 1
B01, Trade, 85723.692, 170, S20, B01, 1
B01, Trade, 85737.827, 174, S09, B01, 1
B01, Trade, 85750.346, 173, S19, B01, 1
B01, Trade, 85754.385, 175, B01, S02, 1
B01, Trade, 85771.019, 180, S09, B01, 1
B01, Trade, 85782.538, 178, S17, B01, 1
B01, Trade, 85792.538, 175, S14, B01, 1
B01, Trade, 85804.096, 176, S12, B01, 1
B01, Trade, 85821.865, 178, S24, B01, 1
B01, Trade, 85830.904, 176, S21, B01, 1
B01, Trade, 85834.385, 177, S08, B01, 1
B01, Trade, 85848.288, 168, S11, B01, 1
B01, Trade, 85867.962, 177, S12, B01, 1
B01, Trade, 85890.481, 180, S06, B01, 1
B01, Trade, 85895.385, 171, B01, S03, 1
B01, Trade, 85912.231, 172, S03, B01, 1
B01, Trade, 85916.962, 168, S22, B01, 1
B01, Trade, 85930.538, 176, B01, S15, 1
B01, Trade, 85933.115, 174, S07, B01, 1
B01, Trade, 85953.288, 174, P00, B01, 1
B01, Trade, 85962.288, 174, S14, B01, 1
B01, Trade, 85971.519, 172, S16, B01, 1
B01, Trade, 85983.923, 176, S05, B01, 1
B01, Trade, 85990.577, 178, S16, B01, 1
B01, Trade, 85999.327, 167, S17, B01, 1
B01, Trade, 86013.481, 174, S16, B01, 1
B01, Trade, 86026.769, 171, S10, B01, 1
B01, Trade, 86042.635, 173, S05, B01, 1
B01, Trade, 86050.558, 168, B01, S20, 1
B01, Trade, 86060.365, 170, S08, B01, 1
B01, Trade, 86070.865, 170, P00, B01, 1
B01, Trade, 86079.096, 159, S19, B01, 1
B01, Trade, 86093.058, 169, P00, B01, 1
B01, Trade, 86094.596, 171, S21, B01, 1
B01, Trade, 86106.538, 178, S04, B01, 1
B01, Trade, 86118.577, 182, B01, S13, 1
B01, Trade, 86132.654, 166, B01, S21, 1
B01, Trade, 86140.673, 169, B01, S10, 1
B01, Trade, 86149.077, 172, S04, B01, 1
B01, Trade, 86157.038, 170, B01, S14, 1
B01, Trade, 86171.327, 174, B01, S09, 1
B01, Trade, 86181.500, 171, S21, B01, 1
B01, Trade, 86183.692, 173, S01, B01, 1
B01, Trade, 86202.942, 172, S19, B01, 1
B01, Trade, 86207.577, 175, S14, B01, 1
B01, Trade, 86221.096, 171, S21, B01, 1
B01, Trade, 86228.942, 163, S09, B01, 1
B01, Trade, 86248.788, 170, B01, S03, 1
B01, Trade, 86267.442, 169, S19, B01, 1
B01, Trade, 86275.481, 175, S19, B01, 1
B01, Trade, 86283.712, 175, S21, B01, 1
B01, Trade, 86302.654, 176, S24, B01, 1
B01, Trade, 86308.115, 171, B01, S22, 1
B01, Trade, 86314.692, 173, S21, B01, 1
B01, Trade, 86332.404, 164, S07, B01, 1
B01, Trade, 86346.462, 177, S23, B01, 1
B01, Trade, 86354.558, 186, B01, S21, 1
B01, Trade, 86359.404, 176, S07, B01, 1
B01, Trade, 86366.288, 169, S21, B01, 1
B01, Trade, 86377.212, 168, S11, B01, 1
B01, Trade, 86386.962, 174, P00, B01, 1
B02, 100
B02, Trade, 84778.769, 164, S19, B02, 1
B02, Trade, 84785.000, 161, B02, S23, 1
B02, Trade, 84815.308, 171, S03, B02, 1
B02, Trade, 84826.481, 164, B02, S13, 1
B02, Trade, 84838.192, 164, B02, S14, 1
B02, Trade, 84867.904, 167, B02, S00, 1
B02, Trade, 84881.077, 170, S08, B02, 1
B02, Trade, 84893.115, 164, B02, S09, 1
B02, Trade, 84917.885, 171, B02, S20, 1
B02, Trade, 84935.885, 170, B02, S02, 1
B02, Trade, 84952.231, 170, S08, B02, 1
B02, Trade, 84969.192, 174, S13, B02, 1
B02, Trade, 84979.904, 169, B02, S06, 1
B02, Trade, 84994.712, 169, S19, B02, 1
B02, Trade, 85009.404, 174, S06, B02, 1
B02, Trade, 85019.827, 170, B02, S24, 1
B02, Trade, 85036.423, 171, S20, B02, 1
B02, Trade, 85057.365, 163, B02, S02, 1
B02, Trade, 85073.077, 164, S21, B02, 1
B02, Trade, 85119.481, 171, B02, S14, 1
B02, Trade, 85130.231, 174, S24, B02, 1
B02, Trade, 85138.692, 171, B02, S23, 1
B02, Trade, 85156.654, 168, B02, S16, 1
B02, Trade, 85166.019, 171, S08, B02, 1
B02, Trade, 85197.962, 173, S22, B02, 1
B02, Trade, 85219.115, 176, S02, B02, 1
B02, Trade, 85237.212, 168, B02, S19, 1
B02, Trade, 85239.538, 174, P00, B02, 1
B02, Trade, 85266.712, 172, B02, S18, 1
B02, Trade, 85267.615, 175, S05, B02, 1
B02, Trade, 85288.154, 180, S12, B02, 1
B02, Trade, 85303.096, 172, B02, S07, 1
B02, Trade, 85341.288, 178, S06, B02, 1
B02, Trade, 85360.519, 177, S07, B02, 1
B02, Trade, 85375.385, 172, S17, B02, 1
B02, Trade, 85402.231, 171, S20, B02, 1
B02, Trade, 85417.596, 174, B02, S03, 1
B02, Trade, 85441.808, 165, B02, S07, 1
B02, Trade, 85454.173, 175, B02, S11, 1
B02, Trade, 85462.192, 172, B02, S10, 1
B02, Trade, 85471.788, 168, B02, S00, 1
B02, Trade, 85489.962, 173, S13, B02, 1
B02, Trade, 85502.654, 170, B02, S09, 1
B02, Trade, 85530.904, 170, S08, B02, 1
B02, Trade, 85540.635, 174, B02, S10, 1
B02, Trade, 85549.827, 169, B02, S18, 1
B02, Trade, 85564.192, 168, S19, B02, 1
B02, Trade, 85575.904, 167, S09, B02, 1
B02, Trade, 85588.846, 158, B02, S16, 1
B02, Trade, 85609.019, 179, P00, B02, 1
B02, Trade, 85615.750, 171, S06, B02, 1
B02, Trade, 85633.346, 170, B02, S09, 1
B02, Trade, 85641.231, 169, B02, S18, 1
B02, Trade, 85659.942, 171, S09, B02, 1
B02, Trade, 85684.365, 176, S01, B02, 1
B02, Trade, 85698.750, 179, B02, S09, 1
B02, Trade, 85707.788, 171, P00, B02, 1
B02, Trade, 85732.673, 173, S19, B02, 1
B02, Trade, 85755.115, 172, B02, S16, 1
B02, Trade, 85767.500, 171, S13, B02, 1
B02, Trade, 85786.635, 165, B02, S23, 1
B02, Trade, 85799.712, 173, S08, B02, 1
B02, Trade, 85824.596, 175, B02, S12, 1
B02, Trade, 85841.750, 176, S16, B02, 1
B02, Trade, 85852.000, 167, B02, S03, 1
B02, Trade, 85864.577, 169, B02, S19, 1
B02, Trade, 85876.846, 171, B02, S22, 1
B02, Trade, 85881.808, 169, S19, B02, 1
B02, Trade, 85894.154, 167, B02, S05, 1
B02, Trade, 85900.096, 171, B02, S15, 1
B02, Trade, 85914.731, 167, S19, B02, 1
B02, Trade, 85939.635, 171, S11, B02, 1
B02, Trade, 85962.769, 175, S02, B02, 1
B02, Trade, 85969.692, 177, S19, B02, 1
B02, Trade, 85994.346, 168, B02, S19, 1
B02, Trade, 86013.673, 172, S20, B02, 1
B02, Trade, 86027.596, 166, B02, S09, 1
B02, Trade, 86050.538, 168, B02, S03, 1
B02, Trade, 86076.462, 170, B02, S20, 1
B02, Trade, 86078.019, 171, S22, B02, 1
B02, Trade, 86094.750, 172, S06, B02, 1
B02, Trade, 86121.115, 167, S07, B02, 1
B02, Trade, 86135.192, 167, P00, B02, 1
B02, Trade, 86154.654, 172, S06, B02, 1
B02, Trade, 86186.038, 166, B02, S00, 1
B02, Trade, 86195.365, 167, B02, S22, 1
B02, Trade, 86200.442, 169, S13, B02, 1
B02, Trade, 86212.404, 175, B02, S15, 1
B02, Trade, 86225.346, 167, S17, B02, 1
B02, Trade, 86250.500, 172, B02, S24, 1
B02, Trade, 86266.500, 166, B02, S07, 1
B02, Trade, 86268.558, 173, B02, S24, 1
B02, Trade, 86282.000, 175, B02, S17, 1
B02, Trade, 86307.923, 173, S13, B02, 1
B02, Trade, 86324.154, 169, B02, S05, 1
B02, Trade, 86327.519, 164, B02, S03, 1
B02, Trade, 86340.904, 166, S21, B02, 1
B02, Trade, 86349.865, 188, B02, S22, 1
B02, Trade, 86371.904, 170, B02, S05, 1
B02, Trade, 86391.885, 172, P00, B02, 1
B03, 100
B03, Trade, 85126.327, 167, P00, B03, 1
B03, Trade, 85141.231, 167, B03, S09, 1
B03, Trade, 85151.327, 173, S09, B03, 1
B03, Trade, 85154.385, 171, B03, S01, 1
B03, Trade, 85180.750, 167, B03, S07, 1
B03, Trade, 85182.077, 169, B03, S19, 1
B03, Trade, 85189.788, 169, B03, S11, 1
B03, Trade, 85202.962, 165, B03, S20, 1
B03, Trade, 85212.673, 173, B03, S09, 1
B03, Trade, 85218.442, 172, B03, S00, 1
B03, Trade, 85224.596, 167, S02, B03, 1
B03, Trade, 85236.923, 173, B03, S23, 1
B03, Trade, 85258.615, 172, S01, B03, 1
B03, Trade, 85264.692, 175, S13, B03, 1
B03, Trade, 85280.788, 179, B03, S05, 1
B03, Trade, 85283.577, 176, B03, S13, 1
B03, Trade, 85323.500, 173, B03, S09, 1
B03, Trade, 85329.038, 168, B03, S17, 1
B03, Trade, 85352.038, 173, B03, S05, 1
B03, Trade, 85364.154, 172, B03, S09, 1
B03, Trade, 85391.154, 169, B03, S18, 1
B03, Trade, 85425.942, 168, B03, S02, 1
B03, Trade, 85437.731, 170, P00, B03, 1
B03, Trade, 85451.327, 176, B03, S03, 1
B03, Trade, 85460.519, 172, B03, S21, 1
B03, Trade, 85475.442, 173, B03, S03, 1
B03, Trade, 85491.269, 166, B03, S22, 1
B03, Trade, 85498.577, 169, B03, S19, 1
B03, Trade, 85520.000, 169, S02, B03, 1
B03, Trade, 85533.731, 171, B03, S05, 1
B03, Trade, 85540.250, 177, B03, S23, 1
B03, Trade, 85546.788, 168, S07, B03, 1
B03, Trade, 85558.212, 170, B03, S04, 1
B03, Trade, 85569.942, 168, B03, S00, 1
B03, Trade, 85578.212, 166, B03, S24, 1
B03, Trade, 85583.231, 168, S18, B03, 1
B03, Trade, 85599.000, 167, S17, B03, 1
B03, Trade, 85611.269, 171, B03, S14, 1
B03, Trade, 85628.481, 175, S12, B03, 1
B03, Trade, 85644.731, 168, S16, B03, 1
B03, Trade, 85660.577, 168, B03, S18, 1
B03, Trade, 85664.365, 168, S08, B03, 1
B03, Trade, 85685.192, 171, B03, S15, 1
B03, Trade, 85690.365, 168, B03, S09, 1
B03, Trade, 85697.365, 181, S05, B03, 1
B03, Trade, 85710.442, 164, B03, S24, 1
B03, Trade, 85715.000, 171, S14, B03, 1
B03, Trade, 85733.096, 173, S14, B03, 1
B03, Trade, 85746.635, 170, B03, S18, 1
B03, Trade, 85754.173, 176, S01, B03, 1
B03, Trade, 85768.885, 171, B03, S16, 1
B03, Trade, 85778.923, 172, B03, S12, 1
B03, Trade, 85788.788, 179, B03, S16, 1
B03, Trade, 85801.731, 173, B03, S14, 1
B03, Trade, 85811.019, 173, P00, B03, 1
B03, Trade, 85827.250, 172, B03, S09, 1
B03, Trade, 85844.269, 166, B03, S22, 1
B03, Trade, 85846.538, 169, B03, S00, 1
B03, Trade, 85861.904, 173, B03, S02, 1
B03, Trade, 85878.365, 170, B03, S15, 1
B03, Trade, 85888.827, 181, S17, B03, 1
B03, Trade, 85892.423, 176, B03, S09, 1
B03, Trade, 85913.981, 166, B03, S01, 1
B03, Trade, 85919.404, 166, B03, S04, 1
B03, Trade, 85928.750, 170, B03, S20, 1
B03, Trade, 85939.077, 168, B03, S18, 1
B03, Trade, 85952.615, 173, B03, S02, 1
B03, Trade, 85973.942, 167, S02, B03, 1
B03, Trade, 85997.154, 163, B03, S11, 1
B03, Trade, 86000.308, 166, B03, S13, 1
B03, Trade, 86020.827, 169, S11, B03, 1
B03, Trade, 86031.808, 167, S21, B03, 1
B03, Trade, 86044.942, 178, S22, B03, 1
B03, Trade, 86050.135, 176, S12, B03, 1
B03, Trade, 86070.750, 169, B03, S17, 1
B03, Trade, 86083.423, 171, B03, S13, 1
B03, Trade, 86098.827, 172, B03, S07, 1
B03, Trade, 86110.962, 172, B03, S00, 1
B03, Trade, 86116.385, 167, B03, S20, 1
B03, Trade, 86130.615, 170, B03, S04, 1
B03, Trade, 86142.769, 168, B03, S20, 1
B03, Trade, 86144.615, 175, S02, B03, 1
B03, Trade, 86160.808, 165, B03, S06, 1
B03, Trade, 86173.808, 170, B03, S23, 1
B03, Trade, 86178.654, 172, B03, S22, 1
B03, Trade, 86186.577, 170, B03, S11, 1
B03, Trade, 86213.673, 166, B03, S11, 1
B03, Trade, 86216.135, 168, B03, S09, 1
B03, Trade, 86231.846, 162, B03, S13, 1
B03, Trade, 86239.731, 169, S20, B03, 1
B03, Trade, 86263.596, 167, B03, S12, 1
B03, Trade, 86277.519, 164, B03, S09, 1
B03, Trade, 86279.462, 175, S14, B03, 1
B03, Trade, 86291.885, 170, B03, S09, 1
B03, Trade, 86308.750, 171, B03, S20, 1
B03, Trade, 86326.038, 166, S07, B03, 1
B03, Trade, 86346.231, 163, B03, S03, 1
B03, Trade, 86360.192, 175, S20, B03, 1
B03, Trade, 86366.808, 170, S17, B03, 1
B03, Trade, 86386.750, 172, B03, S14, 1
B04, 100
B04, Trade, 85239.308, 174, S17, B04, 1
B04, Trade, 85245.192, 173, B04, S14, 1
B04, Trade, 85255.519, 167, B04, S00, 1
B04, Trade, 85267.923, 173, B04, S24, 1
B04, Trade, 85275.596, 171, B04, S23, 1
B04, Trade, 85283.923, 176, B04, S03, 1
B04, Trade, 85295.769, 176, B04, S18, 1
B04, Trade, 85311.865, 168, B04, S22, 1
B04, Trade, 85318.750, 173, B04, S03, 1
B04, Trade, 85327.077, 167, B04, S05, 1
B04, Trade, 85348.135, 173, B04, S04, 1
B04, Trade, 85369.462, 177, B04, S21, 1
B04, Trade, 85372.750, 174, B04, S04, 1
B04, Trade, 85392.865, 172, B04, S08, 1
B04, Trade, 85404.038, 170, S17, B04, 1
B04, Trade, 85427.212, 168, B04, S04, 1
B04, Trade, 85439.692, 167, B04, S06, 1
B04, Trade, 85454.000, 177, B04, S04, 1
B04, Trade, 85461.327, 172, B04, S09, 1
B04, Trade, 85468.135, 172, S13, B04, 1
B04, Trade, 85479.442, 170, B04, S20, 1
B04, Trade, 85489.923, 169, B04, S19, 1
B04, Trade, 85493.846, 165, B04, S13, 1
B04, Trade, 85509.250, 166, B04, S06, 1
B04, Trade, 85519.712, 169, P00, B04, 1
B04, Trade, 85533.154, 171, S12, B04, 1
B04, Trade, 85539.462, 176, P00, B04, 1
B04, Trade, 85547.846, 168, B04, S22, 1
B04, Trade, 85560.385, 167, B04, S13, 1
B04, Trade, 85563.327, 166, B04, S09, 1
B04, Trade, 85576.519, 166, B04, S22, 1
B04, Trade, 85587.750, 166, B04, S09, 1
B04, Trade, 85603.058, 164, B04, S07, 1
B04, Trade, 85605.038, 168, B04, S20, 1
B04, Trade, 85621.404, 167, B04, S12, 1
B04, Trade, 85630.038, 171, B04, S19, 1
B04, Trade, 85636.231, 172, B04, S13, 1
B04, Trade, 85647.135, 167, B04, S14, 1
B04, Trade, 85662.250, 169, S22, B04, 1
B04, Trade, 85669.942, 172, B04, S01, 1
B04, Trade, 85683.115, 174, B04, S09, 1
B04, Trade, 85690.827, 167, B04, S23, 1
B04, Trade, 85700.846, 175, B04, S12, 1
B04, Trade, 85706.212, 167, B04, S05, 1
B04, Trade, 85721.808, 171, B04, S01, 1
B04, Trade, 85732.115, 171, B04, S08, 1
B04, Trade, 85746.000, 169, B04, S20, 1
B04, Trade, 85760.577, 178, S17, B04, 1
B04, Trade, 85765.942, 169, B04, S03, 1
B04, Trade, 85782.385, 164, B04, S19, 1
B04, Trade, 85790.942, 169, B04, S20, 1
B04, Trade, 85819.769, 171, B04, S19, 1
B04, Trade, 85831.269, 173, B04, S06, 1
B04, Trade, 85847.385, 168, B04, S16, 1
B04, Trade, 85858.558, 161, B04, S11, 1
B04, Trade, 85880.846, 165, B04, S00, 1
B04, Trade, 85895.788, 171, B04, S16, 1
B04, Trade, 85909.077, 164, B04, S02, 1
B04, Trade, 85921.038, 165, B04, S20, 1
B04, Trade, 85929.981, 177, S24, B04, 1
B04, Trade, 85941.192, 168, B04, S23, 1
B04, Trade, 85948.058, 173, S21, B04, 1
B04, Trade, 85959.288, 174, B04, S23, 1
B04, Trade, 85973.192, 166, B04, S11, 1
B04, Trade, 85978.442, 167, B04, S09, 1
B04, Trade, 85989.327, 173, S22, B04, 1
B04, Trade, 86001.231, 166, B04, S22, 1
B04, Trade, 86017.885, 171, B04, S03, 1
B04, Trade, 86029.135, 168, B04, S20, 1
B04, Trade, 86057.635, 166, B04, S22, 1
B04, Trade, 86071.269, 168, B04, S02, 1
B04, Trade, 86084.212, 172, B04, S08, 1
B04, Trade, 86103.750, 170, B04, S20, 1
B04, Trade, 86113.192, 172, B04, S16, 1
B04, Trade, 86124.462, 166, B04, S09, 1
B04, Trade, 86130.212, 172, S06, B04, 1
B04, Trade, 86148.500, 170, B04, S18, 1
B04, Trade, 86150.942, 171, B04, S13, 1
B04, Trade, 86160.327, 168, B04, S00, 1
B04, Trade, 86168.981, 167, B04, S20, 1
B04, Trade, 86180.115, 172, B04, S16, 1
B04, Trade, 86191.327, 172, B04, S20, 1
B04, Trade, 86204.981, 171, B04, S19, 1
B04, Trade, 86209.731, 173, S17, B04, 1
B04, Trade, 86222.288, 164, B04, S01, 1
B04, Trade, 86230.942, 161, B04, S05, 1
B04, Trade, 86254.269, 169, B04, S06, 1
B04, Trade, 86256.558, 170, B04, S02, 1
B04, Trade, 86273.058, 171, B04, S11, 1
B04, Trade, 86279.154, 171, S20, B04, 1
B04, Trade, 86295.038, 170, B04, S12, 1
B04, Trade, 86311.212, 170, B04, S17, 1
B04, Trade, 86314.904, 175, S04, B04, 1
B04, Trade, 86330.769, 163, B04, S19, 1
B04, Trade, 86343.038, 157, B04, S18, 1
B04, Trade, 86348.481, 175, B04, S11, 1
B04, Trade, 86359.423, 174, B04, S11, 1
B04, Trade, 86372.154, 168, B04, S07, 1
B04, Trade, 86379.135, 172, B04, S12, 1
B04, Trade, 86387.673, 172, S21, B04, 1
B05, 100
B05, Trade, 85104.635, 169, B05, S01, 1
B05, Trade, 85110.346, 174, S14, B05, 1
B05, Trade, 85115.385, 174, B05, S21, 1
B05, Trade, 85127.404, 165, B05, S07, 1
B05, Trade, 85138.846, 165, B05, S02, 1
B05, Trade, 85161.058, 174, S23, B05, 1
B05, Trade, 85181.038, 168, S08, B05, 1
B05, Trade, 85192.442, 173, S12, B05, 1
B05, Trade, 85203.019, 169, S04, B05, 1
B05, Trade, 85238.327, 174, S11, B05, 1
B05, Trade, 85257.096, 173, S11, B05, 1
B05, Trade, 85268.750, 171, B05, S22, 1
B05, Trade, 85292.558, 180, S20, B05, 1
B05, Trade, 85299.692, 177, B05, S02, 1
B05, Trade, 85323.673, 174, P00, B05, 1
B05, Trade, 85343.077, 172, B05, S03, 1
B05, Trade, 85353.058, 179, S00, B05, 1
B05, Trade, 85375.019, 169, B05, S19, 1
B05, Trade, 85377.519, 165, B05, S23, 1
B05, Trade, 85389.519, 171, S06, B05, 1
B05, Trade, 85407.250, 167, B05, S19, 1
B05, Trade, 85411.885, 176, S07, B05, 1
B05, Trade, 85425.712, 167, B05, S20, 1
B05, Trade, 85439.346, 170, S16, B05, 1
B05, Trade, 85452.712, 176, B05, S14, 1
B05, Trade, 85459.788, 172, S08, B05, 1
B05, Trade, 85472.154, 170, S13, B05, 1
B05, Trade, 85480.442, 169, B05, S03, 1
B05, Trade, 85492.788, 167, B05, S03, 1
B05, Trade, 85494.154, 168, P00, B05, 1
B05, Trade, 85515.538, 170, S24, B05, 1
B05, Trade, 85525.269, 169, S12, B05, 1
B05, Trade, 85540.442, 176, B05, S13, 1
B05, Trade, 85544.846, 165, S21, B05, 1
B05, Trade, 85571.385, 171, S16, B05, 1
B05, Trade, 85584.442, 173, B05, S11, 1
B05, Trade, 85619.885, 168, S02, B05, 1
B05, Trade, 85628.596, 174, B05, S09, 1
B05, Trade, 85639.712, 172, B05, S11, 1
B05, Trade, 85659.712, 168, B05, S13, 1
B05, Trade, 85663.462, 168, B05, S10, 1
B05, Trade, 85678.115, 172, B05, S10, 1
B05, Trade, 85693.577, 172, S04, B05, 1
B05, Trade, 85695.827, 155, B05, S18, 1
B05, Trade, 85712.192, 168, S18, B05, 1
B05, Trade, 85729.442, 174, S22, B05, 1
B05, Trade, 85737.385, 169, B05, S00, 1
B05, Trade, 85757.904, 170, B05, S19, 1
B05, Trade, 85763.365, 170, S22, B05, 1
B05, Trade, 85775.769, 173, B05, S00, 1
B05, Trade, 85781.538, 168, S16, B05, 1
B05, Trade, 85787.942, 178, B05, S24, 1
B05, Trade, 85805.346, 173, B05, S20, 1
B05, Trade, 85814.827, 170, B05, S01, 1
B05, Trade, 85817.731, 168, S08, B05, 1
B05, Trade, 85838.923, 175, B05, S08, 1
B05, Trade, 85853.596, 164, B05, S18, 1
