B00, 100
B00, Trade, 84973.923, 109, P00, B00, 1
B01, Trade, 85482.346, 106, B01, S21, 1
B01, Trade, 85484.058, 110, S19, B01, 1
B01, Trade, 85501.481, 107, S13, B01, 1
B01, Trade, 85514.692, 107, B01, S08, 1
B01, Trade, 85517.192, 104, B01, S04, 1
B01, Trade, 85538.327, 114, B01, S04, 1
B01, Trade, 85560.942, 108, P00, B01, 1
B01, Trade, 85573.981, 105, B01, S13, 1
B01, Trade, 85576.942, 107, S21, B01, 1
B01, Trade, 85607.596, 115, B01, S18, 1
B01, Trade, 85614.750, 106, S20, B01, 1
B01, Trade, 85637.058, 107, B01, S15, 1
B01, Trade, 85649.538, 108, B01, S10, 1
B01, Trade, 85668.019, 106, B01, S00, 1
B01, Trade, 85671.135, 110, S02, B01, 1
B01, Trade, 85690.808, 102, B01, S01, 1
B01, Trade, 85704.096, 104, B01, S17, 1
B01, Trade, 85704.596, 107, S02, B01, 1
B01, Trade, 85721.327, 115, S04, B01, 1
B01, Trade, 85726.519, 124, B01, S20, 1
B01, Trade, 85748.231, 110, S05, B01, 1
B01, Trade, 85754.192, 104, B01, S16, 1
B01, Trade, 85770.058, 111, S16, B01, 1
B01, Trade, 85787.596, 109, B01, S08, 1
B01, Trade, 85791.577, 106, B01, S17, 1
B01, Trade, 85804.077, 109, B01, S18, 1
B01, Trade, 85813.442, 102, B01, S10, 1
B01, Trade, 85827.827, 102, S13, B01, 1
B01, Trade, 85836.788, 103, B01, S22, 1
B01, Trade, 85851.885, 105, P00, B01, 1
B01, Trade, 85866.385, 102, S02, B01, 1
B01, Trade, 85901.404, 98, P00, B01, 1
B01, Trade, 85913.538, 104, S00, B01, 1
B01, Trade, 85934.115, 102, B01, S08, 1
B01, Trade, 85940.173, 102, S11, B01, 1
B01, Trade, 85951.673, 97, B01, S19, 1
B01, Trade, 85961.346, 103, B01, S15, 1
B01, Trade, 85974.846, 106, S05, B01, 1
B01, Trade, 85986.385, 98, B01, S21, 1
B01, Trade, 86003.135, 104, S06, B01, 1
B01, Trade, 86019.596, 97, P00, B01, 1
B01, Trade, 86026.596, 97, S24, B01, 1
B01, Trade, 86051.096, 99, B01, S12, 1
B01, Trade, 86059.865, 100, B01, S14, 1
B01, Trade, 86064.135, 103, P00, B01, 1
B01, Trade, 86080.481, 102, S04, B01, 1
B01, Trade, 86098.904, 101, B01, S05, 1
B01, Trade, 86121.308, 100, B01, S11, 1
B01, Trade, 86139.212, 95, B01, S16, 1
B01, Trade, 86145.038, 107, S05, B01, 1
B01, Trade, 86170.923, 104, S22, B01, 1
B01, Trade, 86184.712, 96, B01, S22, 1
B01, Trade, 86187.712, 100, S16, B01, 1
B01, Trade, 86196.096, 99, B01, S09, 1
B01, Trade, 86210.942, 98, S20, B01, 1
B01, Trade, 86219.154, 98, B01, S11, 1
B01, Trade, 86231.404, 104, B01, S15, 1
B01, Trade, 86243.000, 97, S19, B01, 1
B01, Trade, 86262.231, 95, B01, S09, 1
B01, Trade, 86266.250, 101, S01, B01, 1
B01, Trade, 86275.615, 97, B01, S21, 1
B01, Trade, 86288.615, 89, B01, S04, 1
B01, Trade, 86289.000, 100, S15, B01, 1
B01, Trade, 86310.288, 93, B01, S07, 1
B01, Trade, 86311.615, 98, S19, B01, 1
B01, Trade, 86324.019, 102, S19, B01, 1
B01, Trade, 86332.692, 102, B01, S16, 1
B01, Trade, 86337.115, 103, S02, B01, 1
B01, Trade, 86353.788, 97, P00, B01, 1
B01, Trade, 86369.654, 105, B01, S00, 1
B01, Trade, 86375.788, 102, B01, S11, 1
B01, Trade, 86382.442, 100, B01, S24, 1
B01, Trade, 86396.712, 101, B01, S12, 1
B02, 100
B02, Trade, 85200.308, 111, B02, S14, 1
B02, Trade, 85207.808, 109, B02, S08, 1
B02, Trade, 85223.462, 109, B02, S17, 1
B02, Trade, 85224.846, 110, B02, S01, 1
B02, Trade, 85233.115, 108, S13, B02, 1
B02, Trade, 85252.000, 104, B02, S21, 1
B02, Trade, 85259.058, 109, B02, S00, 1
B02, Trade, 85266.923, 108, B02, S17, 1
B02, Trade, 85293.635, 103, S00, B02, 1
B02, Trade, 85311.077, 108, S06, B02, 1
B02, Trade, 85316.096, 99, B02, S12, 1
B02, Trade, 85331.212, 107, S13, B02, 1
B02, Trade, 85343.846, 98, B02, S05, 1
B02, Trade, 85360.577, 107, B02, S09, 1
B02, Trade, 85369.654, 104, B02, S06, 1
B02, Trade, 85383.308, 103, B02, S09, 1
B02, Trade, 85392.115, 109, B02, S21, 1
B02, Trade, 85402.538, 104, B02, S13, 1
B02, Trade, 85415.404, 108, B02, S02, 1
B02, Trade, 85421.038, 107, S13, B02, 1
B02, Trade, 85428.115, 108, B02, P00, 1
B02, Trade, 85438.538, 107, S03, B02, 1
B02, Trade, 85454.308, 107, S13, B02, 1
B02, Trade, 85464.538, 104, B02, S10, 1
B02, Trade, 85485.404, 106, S06, B02, 1
B02, Trade, 85492.558, 104, B02, S11, 1
B02, Trade, 85519.212, 106, B02, S12, 1
B02, Trade, 85536.154, 108, B02, S16, 1
B02, Trade, 85548.308, 107, S02, B02, 1
B02, Trade, 85561.135, 107, B02, S23, 1
B02, Trade, 85565.154, 106, B02, S22, 1
B02, Trade, 85576.635, 106, S23, B02, 1
B02, Trade, 85594.346, 110, B02, S17, 1
B02, Trade, 85597.731, 110, B02, S15, 1
B02, Trade, 85604.808, 112, P00, B02, 1
B02, Trade, 85624.173, 103, B02, S01, 1
B02, Trade, 85629.635, 100, B02, S16, 1
B02, Trade, 85648.462, 109, B02, S22, 1
B02, Trade, 85658.019, 110, B02, S08, 1
B02, Trade, 85670.019, 104, B02, S14, 1
B02, Trade, 85677.885, 107, B02, S17, 1
B02, Trade, 85698.404, 110, B02, S16, 1
B02, Trade, 85711.712, 106, B02, S11, 1
B02, Trade, 85730.462, 107, B02, S18, 1
B02, Trade, 85731.577, 108, B02, S19, 1
B02, Trade, 85745.962, 113, B02, S16, 1
B02, Trade, 85763.346, 104, B02, S11, 1
B02, Trade, 85769.654, 110, B02, S12, 1
B02, Trade, 85780.154, 106, B02, S19, 1
B02, Trade, 85785.865, 112, B02, S10, 1
B02, Trade, 85798.038, 110, B02, S12, 1
B02, Trade, 85810.731, 103, B02, S24, 1
B02, Trade, 85822.327, 102, S06, B02, 1
B02, Trade, 85829.346, 101, B02, S05, 1
B02, Trade, 85847.096, 100, B02, S08, 1
B02, Trade, 85853.481, 101, B02, S18, 1
B02, Trade, 85861.077, 102, B02, S16, 1
B02, Trade, 85872.635, 95, B02, S12, 1
B02, Trade, 85887.981, 96, B02, S05, 1
B02, Trade, 85899.769, 94, B02, S20, 1
B02, Trade, 85911.077, 100, B02, S02, 1
B02, Trade, 85925.038, 99, B02, S10, 1
B02, Trade, 85931.288, 104, B02, S12, 1
B02, Trade, 85955.538, 95, B02, S20, 1
B02, Trade, 85963.596, 107, B02, S11, 1
B02, Trade, 85993.615, 89, B02, S24, 1
B02, Trade, 86000.904, 97, B02, S21, 1
B02, Trade, 86012.981, 99, P00, B02, 1
B02, Trade, 86024.212, 98, B02, S18, 1
B02, Trade, 86032.558, 107, B02, S23, 1
B02, Trade, 86045.192, 101, B02, S24, 1
B02, Trade, 86056.846, 97, B02, S18, 1
B02, Trade, 86071.019, 104, B02, S05, 1
B02, Trade, 86087.519, 105, S11, B02, 1
B02, Trade, 86097.288, 99, B02, S12, 1
B02, Trade, 86120.404, 101, B02, S10, 1
B02, Trade, 86133.596, 94, B02, S24, 1
B02, Trade, 86141.058, 93, B02, S01, 1
B02, Trade, 86153.154, 101, S15, B02, 1
B02, Trade, 86157.269, 102, B02, S12, 1
B02, Trade, 86175.442, 101, B02, S04, 1
B02, Trade, 86178.904, 100, B02, S06, 1
B02, Trade, 86196.038, 99, B02, S22, 1
B02, Trade, 86207.692, 100, B02, S23, 1
B02, Trade, 86220.712, 98, B02, S16, 1
B02, Trade, 86229.519, 109, S13, B02, 1
B02, Trade, 86240.404, 97, S13, B02, 1
B02, Trade, 86247.269, 94, B02, S05, 1
B02, Trade, 86257.000, 103, B02, S05, 1
B02, Trade, 86264.346, 94, B02, S04, 1
B02, Trade, 86278.038, 97, S23, B02, 1
B02, Trade, 86292.154, 100, S11, B02, 1
B02, Trade, 86297.942, 101, B02, S21, 1
B02, Trade, 86315.519, 96, B02, S01, 1
B02, Trade, 86323.212, 98, S20, B02, 1
B02, Trade, 86333.404, 96, B02, S17, 1
B02, Trade, 86346.154, 105, B02, S18, 1
B02, Trade, 86355.038, 95, S23, B02, 1
B02, Trade, 86360.173, 97, S00, B02, 1
B02, Trade, 86388.212, 95, B02, S12, 1
B03, 100
B03, Trade, 85061.981, 106, B03, S07, 1
B03, Trade, 85073.212, 104, B03, S00, 1
B03, Trade, 85090.712, 105, B03, S18, 1
B03, Trade, 85111.904, 104, S18, B03, 1
B03, Trade, 85128.308, 105, B03, S18, 1
B03, Trade, 85134.288, 115, S02, B03, 1
B03, Trade, 85165.577, 105, S15, B03, 1
B03, Trade, 85177.423, 104, B03, S18, 1
B03, Trade, 85192.654, 103, S10, B03, 1
B03, Trade, 85201.250, 114, S04, B03, 1
B03, Trade, 85213.673, 103, B03, S22, 1
B03, Trade, 85233.673, 110, S22, B03, 1
B03, Trade, 85257.288, 112, S15, B03, 1
B03, Trade, 85279.519, 107, S15, B03, 1
B03, Trade, 85289.519, 107, S02, B03, 1
B03, Trade, 85295.769, 102, B03, S09, 1
B03, Trade, 85305.635, 103, S17, B03, 1
B03, Trade, 85313.904, 108, S07, B03, 1
B03, Trade, 85325.538, 97, B03, S08, 1
B03, Trade, 85342.115, 105, B03, S18, 1
B03, Trade, 85342.865, 115, S12, B03, 1
B03, Trade, 85361.808, 106, B03, S10, 1
B03, Trade, 85372.769, 104, S02, B03, 1
B03, Trade, 85383.096, 106, B03, S24, 1
B03, Trade, 85394.115, 107, S15, B03, 1
B03, Trade, 85405.712, 108, S00, B03, 1
B03, Trade, 85424.558, 109, S14, B03, 1
B03, Trade, 85442.462, 111, S06, B03, 1
B03, Trade, 85468.577, 105, P00, B03, 1
B03, Trade, 85481.635, 108, B03, S08, 1
B03, Trade, 85492.096, 105, S15, B03, 1
B03, Trade, 85502.077, 107, B03, S14, 1
B03, Trade, 85509.904, 113, B03, S03, 1
B03, Trade, 85528.308, 107, B03, S05, 1
B03, Trade, 85542.692, 111, B03, S09, 1
B03, Trade, 85545.577, 108, S00, B03, 1
B03, Trade, 85572.365, 110, B03, S01, 1
B03, Trade, 85574.269, 111, S05, B03, 1
B03, Trade, 85597.308, 108, B03, S05, 1
B03, Trade, 85599.250, 114, S04, B03, 1
B03, Trade, 85608.904, 112, P01, B03, 1
B03, Trade, 85617.654, 106, S00, B03, 1
B03, Trade, 85638.538, 109, S16, B03, 1
B03, Trade, 85660.250, 110, S13, B03, 1
B03, Trade, 85680.077, 107, S20, B03, 1
B03, Trade, 85693.423, 108, B03, S21, 1
B03, Trade, 85696.692, 112, S16, B03, 1
B03, Trade, 85706.827, 104, B03, S22, 1
B03, Trade, 85721.250, 114, S08, B03, 1
B03, Trade, 85726.712, 124, S22, B03, 1
B03, Trade, 85740.904, 109, B03, S01, 1
B03, Trade, 85750.250, 109, S23, B03, 1
B03, Trade, 85761.827, 104, B03, S24, 1
B03, Trade, 85764.327, 118, B03, S22, 1
B03, Trade, 85787.288, 110, B03, S03, 1
B03, Trade, 85795.423, 105, B03, S04, 1
B03, Trade, 85796.769, 110, S02, B03, 1
B03, Trade, 85820.269, 96, B03, S17, 1
B03, Trade, 85832.154, 101, S07, B03, 1
B03, Trade, 85846.904, 100, B03, S04, 1
B03, Trade, 85850.596, 102, S01, B03, 1
B03, Trade, 85862.462, 101, B03, S17, 1
B03, Trade, 85881.058, 101, S23, B03, 1
B03, Trade, 85890.385, 96, S14, B03, 1
B03, Trade, 85914.192, 103, S15, B03, 1
B03, Trade, 85929.788, 105, B03, S22, 1
B03, Trade, 85942.250, 99, B03, S14, 1
B03, Trade, 85951.558, 99, B03, S21, 1
B03, Trade, 85967.981, 99, B03, S17, 1
B03, Trade, 85983.154, 108, S14, B03, 1
B03, Trade, 85989.788, 97, B03, S19, 1
B03, Trade, 86008.135, 100, B03, S12, 1
B03, Trade, 86016.250, 98, B03, S03, 1
B03, Trade, 86028.442, 104, S19, B03, 1
B03, Trade, 86035.231, 107, B03, S15, 1
B03, Trade, 86057.596, 96, B03, S17, 1
B03, Trade, 86070.673, 103, B03, S22, 1
B03, Trade, 86078.250, 102, B03, S00, 1
B03, Trade, 86106.846, 103, B03, S22, 1
B03, Trade, 86116.481, 106, B03, S11, 1
B03, Trade, 86122.538, 98, B03, S08, 1
B03, Trade, 86132.154, 98, B03, S18, 1
B03, Trade, 86141.173, 93, B03, S18, 1
B03, Trade, 86146.173, 114, B03, S10, 1
B03, Trade, 86170.750, 101, S11, B03, 1
B03, Trade, 86188.212, 106, B03, S09, 1
B03, Trade, 86202.058, 103, S04, B03, 1
B03, Trade, 86213.000, 98, B03, S24, 1
B03, Trade, 86232.365, 102, B03, S12, 1
B03, Trade, 86242.019, 96, B03, S15, 1
B03, Trade, 86262.962, 102, P00, B03, 1
B03, Trade, 86274.038, 100, S05, B03, 1
B03, Trade, 86290.654, 108, S14, B03, 1
B03, Trade, 86298.115, 101, B03, S22, 1
B03, Trade, 86317.519, 102, S22, B03, 1
B03, Trade, 86331.192, 103, B03, S05, 1
B03, Trade, 86350.442, 108, S12, B03, 1
B03, Trade, 86366.942, 104, B03, S15, 1
B03, Trade, 86370.346, 106, P00, B03, 1
B03, Trade, 86377.673, 103, S10, B03, 1
B04, 100
B04, Trade, 84999.885, 110, S14, B04, 1
B04, Trade, 85005.288, 104, B04, S01, 1
B04, Trade, 85021.173, 104, S14, B04, 1
B04, Trade, 85029.154, 109, B04, S06, 1
B04, Trade, 85054.673, 105, S06, B04, 1
B04, Trade, 85068.981, 101, B04, S18, 1
B04, Trade, 85080.135, 107, S01, B04, 1
B04, Trade, 85092.942, 105, B04, S06, 1
B04, Trade, 85099.058, 105, B04, S01, 1
B04, Trade, 85109.481, 104, P00, B04, 1
B04, Trade, 85118.981, 108, B04, S15, 1
B04, Trade, 85127.173, 107, S01, B04, 1
B04, Trade, 85146.250, 114, S11, B04, 1
B04, Trade, 85161.212, 109, B04, S20, 1
B04, Trade, 85171.269, 104, B04, S03, 1
B04, Trade, 85179.423, 111, S19, B04, 1
B04, Trade, 85202.154, 108, B04, S08, 1
B04, Trade, 85230.269, 109, S23, B04, 1
B04, Trade, 85238.596, 102, B04, S08, 1
B04, Trade, 85254.635, 108, S22, B04, 1
B04, Trade, 85283.673, 112, S22, B04, 1
B04, Trade, 85308.250, 105, B04, S03, 1
B04, Trade, 85323.365, 99, B04, S18, 1
B04, Trade, 85352.000, 104, S01, B04, 1
B04, Trade, 85373.885, 110, B04, S16, 1
B04, Trade, 85387.538, 105, S22, B04, 1
B04, Trade, 85399.058, 104, B04, S10, 1
B04, Trade, 85419.904, 107, B04, S17, 1
B04, Trade, 85421.058, 108, P00, B04, 1
B04, Trade, 85431.192, 110, S11, B04, 1
B04, Trade, 85436.077, 102, B04, S14, 1
B04, Trade, 85476.135, 109, S02, B04, 1
B04, Trade, 85497.635, 111, B04, S05, 1
B04, Trade, 85501.038, 108, B04, S01, 1
B04, Trade, 85504.654, 106, S02, B04, 1
B04, Trade, 85523.885, 107, B04, S06, 1
B04, Trade, 85537.692, 112, S22, B04, 1
B04, Trade, 85559.192, 106, B04, S04, 1
B04, Trade, 85577.154, 109, S11, B04, 1
B04, Trade, 85584.000, 102, B04, S06, 1
B04, Trade, 85589.423, 116, S15, B04, 1
B04, Trade, 85597.231, 110, S09, B04, 1
B04, Trade, 85610.154, 106, B04, S10, 1
B04, Trade, 85623.038, 103, B04, S18, 1
B04, Trade, 85643.058, 105, B04, P00, 1
B04, Trade, 85645.365, 109, S20, B04, 1
B04, Trade, 85660.212, 108, B04, S12, 1
B04, Trade, 85667.423, 107, S20, B04, 1
B04, Trade, 85685.981, 103, B04, S11, 1
B04, Trade, 85690.212, 106, S20, B04, 1
B04, Trade, 85703.288, 106, B04, S05, 1
B04, Trade, 85714.269, 109, S15, B04, 1
B04, Trade, 85725.462, 123, B04, S08, 1
B04, Trade, 85731.212, 110, B04, S10, 1
B04, Trade, 85742.981, 108, B04, S24, 1
B04, Trade, 85748.154, 108, B04, S04, 1
B04, Trade, 85754.885, 109, S13, B04, 1
B04, Trade, 85772.750, 109, S20, B04, 1
B04, Trade, 85819.019, 97, B04, S05, 1
B04, Trade, 85827.231, 99, S02, B04, 1
B04, Trade, 85838.481, 107, B04, S12, 1
B04, Trade, 85865.019, 100, B04, S22, 1
B04, Trade, 85866.096, 102, S09, B04, 1
B04, Trade, 85878.481, 104, B04, S06, 1
B04, Trade, 85890.538, 96, S04, B04, 1
B04, Trade, 85912.212, 99, B04, S06, 1
B04, Trade, 85917.788, 100, B04, S08, 1
B04, Trade, 85932.615, 102, B04, S06, 1
B04, Trade, 85951.885, 102, S05, B04, 1
B04, Trade, 85964.404, 106, B04, S20, 1
B04, Trade, 85980.692, 100, B04, S07, 1
B04, Trade, 85985.385, 106, B04, S17, 1
B04, Trade, 86005.077, 104, S22, B04, 1
B04, Trade, 86026.962, 103, P00, B04, 1
B04, Trade, 86061.519, 93, B04, S19, 1
B04, Trade, 86074.635, 101, B04, S05, 1
B04, Trade, 86075.635, 103, S02, B04, 1
B04, Trade, 86091.769, 102, B04, S21, 1
B04, Trade, 86099.923, 100, S00, B04, 1
B04, Trade, 86122.635, 96, B04, S09, 1
B04, Trade, 86124.481, 104, S00, B04, 1
B04, Trade, 86136.538, 97, B04, S08, 1
B04, Trade, 86168.942, 108, S19, B04, 1
B04, Trade, 86196.115, 100, S13, B04, 1
B04, Trade, 86203.500, 98, B04, S05, 1
B04, Trade, 86208.019, 98, B04, S12, 1
B04, Trade, 86224.577, 102, S09, B04, 1
B04, Trade, 86230.462, 106, B04, S08, 1
B04, Trade, 86238.654, 100, B04, S04, 1
B04, Trade, 86260.308, 99, B04, S04, 1
B04, Trade, 86268.327, 106, S06, B04, 1
B04, Trade, 86280.019, 96, B04, S14, 1
B04, Trade, 86292.673, 100, S23, B04, 1
B04, Trade, 86318.288, 93, B04, S18, 1
B04, Trade, 86323.808, 99, P00, B04, 1
B04, Trade, 86334.058, 101, S10, B04, 1
B04, Trade, 86342.077, 97, B04, S11, 1
B04, Trade, 86353.942, 97, S02, B04, 1
B04, Trade, 86373.654, 104, P00, B04, 1
B04, Trade, 86392.077, 100, S14, B04, 1
B05, 100
B05, Trade, 85157.038, 108, B05, S05, 1
B05, Trade, 85173.673, 108, S23, B05, 1
B05, Trade, 85192.077, 112, S21, B05, 1
B05, Trade, 85196.577, 114, S23, B05, 1
B05, Trade, 85215.577, 113, S20, B05, 1
B05, Trade, 85228.577, 113, P00, B05, 1
B05, Trade, 85243.538, 100, B05, S18, 1
B05, Trade, 85261.846, 110, S04, B05, 1
B05, Trade, 85264.942, 109, P00, B05, 1
B05, Trade, 85279.577, 110, S19, B05, 1
B05, Trade, 85289.115, 107, S23, B05, 1
B05, Trade, 85314.481, 108, S06, B05, 1
B05, Trade, 85324.712, 105, S15, B05, 1
B05, Trade, 85332.769, 108, B05, S12, 1
B05, Trade, 85349.692, 104, S08, B05, 1
B05, Trade, 85359.442, 107, S04, B05, 1
B05, Trade, 85381.000, 110, S22, B05, 1
B05, Trade, 85384.250, 108, S15, B05, 1
B05, Trade, 85398.308, 107, S00, B05, 1
B05, Trade, 85409.154, 105, S11, B05, 1
B05, Trade, 85415.500, 109, S00, B05, 1
B05, Trade, 85428.231, 110, S01, B05, 1
B05, Trade, 85452.173, 107, S02, B05, 1
B05, Trade, 85462.404, 109, S15, B05, 1
B05, Trade, 85472.038, 107, S02, B05, 1
B05, Trade, 85480.923, 110, S14, B05, 1
B05, Trade, 85485.654, 104, B05, S02, 1
B05, Trade, 85500.846, 109, S00, B05, 1
B05, Trade, 85502.346, 107, S20, B05, 1
B05, Trade, 85517.788, 107, S13, B05, 1
B05, Trade, 85526.885, 108, B05, S14, 1
B05, Trade, 85545.769, 106, B05, S06, 1
B05, Trade, 85554.962, 111, S08, B05, 1
B05, Trade, 85565.096, 108, P00, B05, 1
B05, Trade, 85583.731, 113, S12, B05, 1
B05, Trade, 85597.365, 110, S02, B05, 1
B05, Trade, 85606.231, 113, S13, B05, 1
B05, Trade, 85617.635, 105, S13, B05, 1
B05, Trade, 85632.769, 108, S15, B05, 1
B05, Trade, 85652.865, 107, B05, S05, 1
B05, Trade, 85654.615, 111, S20, B05, 1
B05, Trade, 85663.635, 110, S16, B05, 1
B05, Trade, 85681.615, 107, S02, B05, 1
B05, Trade, 85699.558, 112, P00, B05, 1
B05, Trade, 85708.442, 102, B05, S08, 1
B05, Trade, 85721.731, 107, B05, S21, 1
B05, Trade, 85734.058, 103, B05, S23, 1
B05, Trade, 85737.981, 112, S09, B05, 1
B05, Trade, 85757.769, 116, S02, B05, 1
B05, Trade, 85778.788, 108, P00, B05, 1
B05, Trade, 85785.385, 113, S14, B05, 1
B05, Trade, 85808.346, 103, B05, S12, 1
B05, Trade, 85820.827, 101, S02, B05, 1
B05, Trade, 85829.058, 102, B05, P00, 1
B05, Trade, 85834.808, 103, S24, B05, 1
B05, Trade, 85854.923, 99, B05, S19, 1
B05, Trade, 85857.019, 107, S13, B05, 1
