B00, 100
B00, Trade, 84930.135, 105, P01, B00, 1
B01, Trade, 85374.673, 112, S14, B01, 1
B01, Trade, 85384.365, 111, S22, B01, 1
B01, Trade, 85393.058, 109, S07, B01, 1
B01, Trade, 85404.038, 111, S10, B01, 1
B01, Trade, 85413.538, 106, P01, B01, 1
B01, Trade, 85431.365, 109, S00, B01, 1
B01, Trade, 85440.654, 108, P01, B01, 1
B01, Trade, 85449.404, 115, P01, B01, 1
B01, Trade, 85454.442, 112, S08, B01, 1
B01, Trade, 85467.750, 110, S02, B01, 1
B01, Trade, 85480.769, 105, S23, B01, 1
B01, Trade, 85484.712, 111, S19, B01, 1
B01, Trade, 85495.019, 106, S03, B01, 1
B01, Trade, 85507.904, 105, S08, B01, 1
B01, Trade, 85528.885, 100, B01, S19, 1
B01, Trade, 85532.135, 108, S13, B01, 1
B01, Trade, 85540.635, 106, S19, B01, 1
B01, Trade, 85549.481, 105, B01, S07, 1
B01, Trade, 85553.231, 102, P01, B01, 1
B01, Trade, 85565.000, 113, S11, B01, 1
B01, Trade, 85580.538, 109, S01, B01, 1
B01, Trade, 85595.519, 108, P01, B01, 1
B01, Trade, 85619.019, 106, B01, S14, 1
B01, Trade, 85621.346, 107, S02, B01, 1
B01, Trade, 85629.038, 105, S01, B01, 1
B01, Trade, 85637.269, 105, B01, S01, 1
B01, Trade, 85648.923, 108, B01, S05, 1
B01, Trade, 85658.673, 107, S08, B01, 1
B01, Trade, 85677.577, 112, S09, B01, 1
B01, Trade, 85685.577, 104, S03, B01, 1
B01, Trade, 85693.365, 113, S07, B01, 1
B01, Trade, 85707.327, 109, B01, S19, 1
B01, Trade, 85719.712, 111, S01, B01, 1
B01, Trade, 85724.904, 112, P01, B01, 1
B01, Trade, 85741.519, 109, S22, B01, 1
B01, Trade, 85750.423, 110, S18, B01, 1
B01, Trade, 85767.423, 102, B01, S12, 1
B01, Trade, 85771.519, 100, S17, B01, 1
B01, Trade, 85788.750, 107, P01, B01, 1
B01, Trade, 85795.615, 106, S02, B01, 1
B01, Trade, 85819.654, 103, S21, B01, 1
B01, Trade, 85832.269, 100, P01, B01, 1
B01, Trade, 85842.404, 100, S22, B01, 1
B01, Trade, 85848.058, 104, S22, B01, 1
B01, Trade, 85867.096, 101, S11, B01, 1
B01, Trade, 85874.308, 104, S24, B01, 1
B01, Trade, 85902.865, 103, S11, B01, 1
B01, Trade, 85914.115, 105, S16, B01, 1
B01, Trade, 85930.462, 95, S12, B01, 1
B01, Trade, 85942.942, 94, S07, B01, 1
B01, Trade, 85970.635, 102, S13, B01, 1
B01, Trade, 85980.000, 109, S08, B01, 1
B01, Trade, 85995.385, 96, B01, S13, 1
B01, Trade, 85999.692, 99, S14, B01, 1
B01, Trade, 86016.442, 105, S11, B01, 1
B01, Trade, 86067.077, 104, S05, B01, 1
B01, Trade, 86079.442, 102, S07, B01, 1
B01, Trade, 86083.654, 104, S01, B01, 1
B01, Trade, 86096.769, 108, S09, B01, 1
B01, Trade, 86108.250, 101, B01, S15, 1
B01, Trade, 86127.808, 105, S21, B01, 1
B01, Trade, 86149.346, 105, S11, B01, 1
B01, Trade, 86180.635, 91, B01, S14, 1
B01, Trade, 86181.865, 95, S01, B01, 1
B01, Trade, 86190.250, 106, S14, B01, 1
B01, Trade, 86198.808, 102, S07, B01, 1
B01, Trade, 86209.327, 95, B01, S24, 1
B01, Trade, 86228.288, 92, B01, S13, 1
B01, Trade, 86231.865, 103, S03, B01, 1
B01, Trade, 86245.904, 94, B01, S22, 1
B01, Trade, 86247.750, 99, S24, B01, 1
B01, Trade, 86255.135, 103, B01, S21, 1
B01, Trade, 86272.019, 103, S14, B01, 1
B01, Trade, 86280.635, 97, S00, B01, 1
B01, Trade, 86310.212, 99, S11, B01, 1
B01, Trade, 86322.019, 106, S22, B01, 1
B01, Trade, 86330.788, 97, S24, B01, 1
B01, Trade, 86343.808, 99, S11, B01, 1
B01, Trade, 86344.788, 102, S09, B01, 1
B01, Trade, 86358.404, 106, S01, B01, 1
B01, Trade, 86380.538, 103, S15, B01, 1
B01, Trade, 86383.827, 108, S21, B01, 1
B01, Trade, 86399.904, 96, S23, B01, 1
B02, 100
B02, Trade, 85099.481, 112, B02, S09, 1
B02, Trade, 85109.288, 117, B02, S18, 1
B02, Trade, 85117.288, 106, B02, S18, 1
B02, Trade, 85128.731, 111, S13, B02, 1
B02, Trade, 85139.712, 103, B02, S05, 1
B02, Trade, 85145.231, 106, B02, S18, 1
B02, Trade, 85158.865, 104, S24, B02, 1
B02, Trade, 85170.519, 101, P01, B02, 1
B02, Trade, 85186.962, 114, B02, S15, 1
B02, Trade, 85201.981, 111, P01, B02, 1
B02, Trade, 85213.154, 102, B02, S12, 1
B02, Trade, 85223.250, 109, B02, S19, 1
B02, Trade, 85234.000, 110, B02, S23, 1
B02, Trade, 85236.635, 111, P01, B02, 1
B02, Trade, 85273.519, 112, S11, B02, 1
B02, Trade, 85291.981, 104, B02, S00, 1
B02, Trade, 85303.788, 113, S13, B02, 1
B02, Trade, 85331.519, 107, B02, S23, 1
B02, Trade, 85354.308, 109, B02, S14, 1
B02, Trade, 85366.923, 113, S18, B02, 1
B02, Trade, 85387.538, 111, S09, B02, 1
B02, Trade, 85401.077, 108, B02, S05, 1
B02, Trade, 85416.962, 101, B02, S13, 1
B02, Trade, 85417.308, 103, S17, B02, 1
B02, Trade, 85427.173, 110, S03, B02, 1
B02, Trade, 85442.404, 109, S07, B02, 1
B02, Trade, 85447.750, 111, B02, S15, 1
B02, Trade, 85452.385, 113, S00, B02, 1
B02, Trade, 85477.327, 104, B02, S08, 1
B02, Trade, 85481.577, 106, S17, B02, 1
B02, Trade, 85492.000, 103, B02, S12, 1
B02, Trade, 85500.942, 109, S23, B02, 1
B02, Trade, 85516.038, 105, S18, B02, 1
B02, Trade, 85526.731, 103, S07, B02, 1
B02, Trade, 85534.135, 111, S04, B02, 1
B02, Trade, 85568.750, 112, S02, B02, 1
B02, Trade, 85587.269, 104, B02, S03, 1
B02, Trade, 85595.404, 108, S11, B02, 1
B02, Trade, 85612.846, 112, S07, B02, 1
B02, Trade, 85631.404, 104, B02, S10, 1
B02, Trade, 85642.442, 109, S07, B02, 1
B02, Trade, 85654.481, 107, B02, S24, 1
B02, Trade, 85660.481, 109, B02, S00, 1
B02, Trade, 85666.962, 107, B02, S08, 1
B02, Trade, 85677.288, 111, S02, B02, 1
B02, Trade, 85689.173, 110, B02, S13, 1
B02, Trade, 85708.558, 110, S02, B02, 1
B02, Trade, 85721.327, 113, S16, B02, 1
B02, Trade, 85733.481, 107, B02, S09, 1
B02, Trade, 85742.135, 108, B02, S01, 1
B02, Trade, 85748.135, 108, S19, B02, 1
B02, Trade, 85765.731, 106, S02, B02, 1
B02, Trade, 85790.173, 105, B02, S00, 1
B02, Trade, 85801.750, 103, B02, S18, 1
B02, Trade, 85820.519, 104, S12, B02, 1
B02, Trade, 85828.327, 104, S01, B02, 1
B02, Trade, 85850.750, 99, B02, S03, 1
B02, Trade, 85852.385, 102, S21, B02, 1
B02, Trade, 85863.846, 98, B02, S14, 1
B02, Trade, 85892.500, 99, P01, B02, 1
B02, Trade, 85900.269, 102, B02, S21, 1
B02, Trade, 85905.904, 101, B02, S12, 1
B02, Trade, 85922.173, 101, B02, S15, 1
B02, Trade, 85931.385, 95, B02, S18, 1
B02, Trade, 85944.981, 91, B02, S04, 1
B02, Trade, 85949.250, 98, S21, B02, 1
B02, Trade, 85958.154, 100, B02, S14, 1
B02, Trade, 85977.308, 105, S03, B02, 1
B02, Trade, 85987.154, 103, S09, B02, 1
B02, Trade, 86002.385, 100, B02, S22, 1
B02, Trade, 86005.808, 104, S05, B02, 1
B02, Trade, 86023.942, 96, B02, S16, 1
B02, Trade, 86032.442, 98, S23, B02, 1
B02, Trade, 86046.327, 101, P01, B02, 1
B02, Trade, 86070.654, 96, B02, S05, 1
B02, Trade, 86073.635, 106, S15, B02, 1
B02, Trade, 86089.154, 106, S21, B02, 1
B02, Trade, 86103.577, 101, B02, S19, 1
B02, Trade, 86112.769, 100, S09, B02, 1
B02, Trade, 86123.231, 100, B02, S14, 1
B02, Trade, 86129.769, 101, B02, S05, 1
B02, Trade, 86146.462, 97, B02, S00, 1
B02, Trade, 86159.308, 102, S04, B02, 1
B02, Trade, 86194.577, 102, P01, B02, 1
B02, Trade, 86212.000, 100, S07, B02, 1
B02, Trade, 86223.212, 100, B02, S22, 1
B02, Trade, 86230.942, 95, B02, S21, 1
B02, Trade, 86243.423, 97, B02, S14, 1
B02, Trade, 86252.327, 104, S23, B02, 1
B02, Trade, 86257.885, 99, S12, B02, 1
B02, Trade, 86271.096, 102, B02, S07, 1
B02, Trade, 86289.750, 102, S23, B02, 1
B02, Trade, 86308.885, 104, S11, B02, 1
B02, Trade, 86323.827, 97, B02, S00, 1
B02, Trade, 86330.115, 97, S05, B02, 1
B02, Trade, 86346.673, 94, B02, S24, 1
B02, Trade, 86347.019, 96, S17, B02, 1
B02, Trade, 86366.442, 95, S07, B02, 1
B02, Trade, 86375.212, 97, S02, B02, 1
B02, Trade, 86389.019, 95, B02, S12, 1
B03, 100
B03, Trade, 83987.115, 119, S02, B03, 1
B03, Trade, 84012.635, 118, B03, S20, 1
B03, Trade, 84018.962, 117, P01, B03, 1
B03, Trade, 84023.808, 118, S15, B03, 1
B03, Trade, 84036.654, 120, S11, B03, 1
B03, Trade, 84116.808, 114, S09, B03, 1
B03, Trade, 84145.250, 108, S19, B03, 1
B03, Trade, 84174.135, 114, P01, B03, 1
B03, Trade, 84179.962, 120, S03, B03, 1
B03, Trade, 84236.673, 114, S08, B03, 1
B03, Trade, 84255.731, 116, S06, B03, 1
B03, Trade, 84292.865, 120, S24, B03, 1
B03, Trade, 84303.731, 111, B03, S04, 1
B03, Trade, 84409.885, 110, P01, B03, 1
B03, Trade, 84422.288, 114, S16, B03, 1
B03, Trade, 84445.596, 112, S07, B03, 1
B03, Trade, 84472.923, 110, S19, B03, 1
B03, Trade, 84489.288, 111, S14, B03, 1
B03, Trade, 84517.288, 111, S10, B03, 1
B03, Trade, 84609.192, 114, S23, B03, 1
B03, Trade, 84638.288, 111, B03, S13, 1
B03, Trade, 84651.423, 116, S13, B03, 1
B03, Trade, 84677.096, 110, S02, B03, 1
B03, Trade, 84719.596, 111, S08, B03, 1
B03, Trade, 84721.788, 108, B03, S03, 1
B03, Trade, 84737.077, 107, B03, S05, 1
B03, Trade, 84787.269, 116, S12, B03, 1
B03, Trade, 84791.558, 114, S02, B03, 1
B03, Trade, 84799.846, 106, S17, B03, 1
B03, Trade, 84833.750, 111, S23, B03, 1
B03, Trade, 84866.962, 111, S02, B03, 1
B03, Trade, 84907.942, 105, S02, B03, 1
B03, Trade, 84921.154, 108, S01, B03, 1
B03, Trade, 84933.212, 110, S09, B03, 1
B03, Trade, 84958.923, 104, P01, B03, 1
B03, Trade, 84986.615, 108, S14, B03, 1
B03, Trade, 85010.308, 112, S09, B03, 1
B03, Trade, 85014.404, 109, B03, S10, 1
B03, Trade, 85036.423, 107, S23, B03, 1
B03, Trade, 85048.115, 113, S11, B03, 1
B03, Trade, 85068.308, 108, B03, S10, 1
B03, Trade, 85091.846, 112, S09, B03, 1
B03, Trade, 85099.962, 114, S19, B03, 1
B03, Trade, 85115.269, 104, S14, B03, 1
B03, Trade, 85132.154, 103, B03, S10, 1
B03, Trade, 85165.346, 104, P01, B03, 1
B03, Trade, 85175.885, 105, S02, B03, 1
B03, Trade, 85183.923, 114, S18, B03, 1
B03, Trade, 85207.654, 106, S24, B03, 1
B03, Trade, 85251.904, 108, S21, B03, 1
B03, Trade, 85296.596, 98, S10, B03, 1
B03, Trade, 85299.558, 110, S02, B03, 1
B03, Trade, 85313.058, 111, S02, B03, 1
B03, Trade, 85341.231, 107, S19, B03, 1
B03, Trade, 85350.135, 104, S17, B03, 1
B03, Trade, 85360.096, 106, S02, B03, 1
B03, Trade, 85390.692, 103, S08, B03, 1
B03, Trade, 85417.519, 103, S12, B03, 1
B03, Trade, 85444.308, 110, S09, B03, 1
B03, Trade, 85467.192, 102, P01, B03, 1
B03, Trade, 85508.942, 103, S23, B03, 1
B03, Trade, 85552.173, 103, S24, B03, 1
B03, Trade, 85558.269, 109, S09, B03, 1
B03, Trade, 85577.077, 109, S11, B03, 1
B03, Trade, 85634.904, 107, S03, B03, 1
B03, Trade, 85652.673, 108, S01, B03, 1
B03, Trade, 85658.192, 108, S07, B03, 1
B03, Trade, 85671.212, 107, S23, B03, 1
B03, Trade, 85694.154, 114, P01, B03, 1
B03, Trade, 85717.923, 103, B03, S10, 1
B03, Trade, 85743.635, 110, S09, B03, 1
B03, Trade, 85766.596, 103, B03, S18, 1
B03, Trade, 85784.769, 108, B03, S18, 1
B03, Trade, 85808.981, 108, S07, B03, 1
B03, Trade, 85811.788, 104, S23, B03, 1
B03, Trade, 85828.269, 103, B03, S05, 1
B03, Trade, 85888.462, 98, S19, B03, 1
B03, Trade, 85923.673, 102, S22, B03, 1
B03, Trade, 85950.981, 98, B03, S20, 1
B03, Trade, 85952.962, 104, S02, B03, 1
B03, Trade, 86015.135, 104, S17, B03, 1
B03, Trade, 86030.462, 100, S10, B03, 1
B03, Trade, 86062.058, 97, B03, S24, 1
B03, Trade, 86068.096, 103, S02, B03, 1
B03, Trade, 86078.212, 103, S14, B03, 1
B03, Trade, 86125.731, 102, P01, B03, 1
B03, Trade, 86139.596, 101, S23, B03, 1
B03, Trade, 86157.885, 100, S09, B03, 1
B03, Trade, 86179.404, 95, P01, B03, 1
B03, Trade, 86214.231, 99, S12, B03, 1
B03, Trade, 86229.077, 99, P01, B03, 1
B03, Trade, 86246.635, 95, S11, B03, 1
B03, Trade, 86265.673, 102, P01, B03, 1
B03, Trade, 86268.673, 102, B03, S24, 1
B03, Trade, 86287.558, 110, S14, B03, 1
B03, Trade, 86298.808, 98, S12, B03, 1
B03, Trade, 86320.385, 104, B03, S17, 1
B03, Trade, 86340.942, 95, S07, B03, 1
B03, Trade, 86394.135, 97, S01, B03, 1
B03, Trade, 86398.212, 94, S24, B03, 1
B04, 100
B04, Trade, 84960.308, 105, B04, S05, 1
B04, Trade, 84978.865, 107, B04, S23, 1
B04, Trade, 84987.596, 107, S14, B04, 1
B04, Trade, 85012.077, 107, P01, B04, 1
B04, Trade, 85017.346, 108, B04, S12, 1
B04, Trade, 85035.654, 105, S03, B04, 1
B04, Trade, 85070.846, 120, S19, B04, 1
B04, Trade, 85125.942, 107, B04, S07, 1
B04, Trade, 85165.577, 102, B04, S13, 1
B04, Trade, 85175.385, 105, B04, S09, 1
B04, Trade, 85181.500, 111, S05, B04, 1
B04, Trade, 85184.135, 114, S00, B04, 1
B04, Trade, 85203.865, 106, B04, S14, 1
B04, Trade, 85209.808, 103, B04, S05, 1
B04, Trade, 85214.577, 102, S05, B04, 1
B04, Trade, 85241.154, 111, S09, B04, 1
B04, Trade, 85262.192, 101, B04, S00, 1
B04, Trade, 85293.635, 104, S23, B04, 1
B04, Trade, 85316.442, 103, B04, S19, 1
B04, Trade, 85322.923, 101, B04, S17, 1
B04, Trade, 85338.635, 105, S16, B04, 1
B04, Trade, 85355.885, 107, B04, S10, 1
B04, Trade, 85364.558, 107, B04, S22, 1
B04, Trade, 85371.154, 103, B04, S08, 1
B04, Trade, 85387.154, 99, B04, S06, 1
B04, Trade, 85388.231, 100, S17, B04, 1
B04, Trade, 85395.135, 111, S09, B04, 1
B04, Trade, 85411.827, 104, S00, B04, 1
B04, Trade, 85421.096, 102, B04, S02, 1
B04, Trade, 85428.846, 108, S07, B04, 1
B04, Trade, 85440.269, 105, S17, B04, 1
B04, Trade, 85462.538, 112, B04, S13, 1
B04, Trade, 85468.481, 107, B04, S03, 1
B04, Trade, 85486.192, 107, S04, B04, 1
B04, Trade, 85508.327, 101, B04, S19, 1
B04, Trade, 85520.231, 105, S11, B04, 1
B04, Trade, 85544.692, 109, S16, B04, 1
B04, Trade, 85557.712, 105, B04, S13, 1
B04, Trade, 85565.885, 101, B04, S24, 1
B04, Trade, 85578.423, 109, S04, B04, 1
B04, Trade, 85593.308, 108, S17, B04, 1
B04, Trade, 85613.827, 108, B04, S16, 1
B04, Trade, 85631.115, 104, B04, S00, 1
B04, Trade, 85639.423, 104, B04, S18, 1
B04, Trade, 85662.019, 110, S21, B04, 1
B04, Trade, 85670.942, 105, B04, S15, 1
B04, Trade, 85678.135, 111, S07, B04, 1
B04, Trade, 85688.827, 111, P01, B04, 1
B04, Trade, 85701.385, 104, B04, S22, 1
B04, Trade, 85712.500, 106, B04, S00, 1
B04, Trade, 85741.750, 109, S24, B04, 1
B04, Trade, 85754.750, 107, B04, S17, 1
B04, Trade, 85785.038, 107, S22, B04, 1
B04, Trade, 85802.885, 105, S23, B04, 1
B04, Trade, 85817.038, 98, S23, B04, 1
B04, Trade, 85826.846, 100, B04, S14, 1
B04, Trade, 85843.231, 106, S09, B04, 1
B04, Trade, 85853.154, 98, B04, S14, 1
B04, Trade, 85858.654, 103, B04, S18, 1
B04, Trade, 85868.673, 99, B04, S05, 1
B04, Trade, 85882.212, 97, B04, S13, 1
B04, Trade, 85898.154, 98, B04, S07, 1
B04, Trade, 85909.154, 104, S04, B04, 1
B04, Trade, 85913.904, 104, S05, B04, 1
B04, Trade, 85929.212, 95, B04, S07, 1
B04, Trade, 85944.000, 93, S01, B04, 1
B04, Trade, 85962.365, 107, B04, S10, 1
B04, Trade, 85968.750, 102, S09, B04, 1
B04, Trade, 85980.096, 102, B04, S05, 1
B04, Trade, 85986.808, 99, B04, S04, 1
B04, Trade, 86003.019, 100, B04, S24, 1
B04, Trade, 86013.481, 108, S00, B04, 1
B04, Trade, 86028.500, 96, B04, S01, 1
B04, Trade, 86052.673, 105, S17, B04, 1
B04, Trade, 86063.250, 97, B04, S07, 1
B04, Trade, 86066.212, 103, S08, B04, 1
B04, Trade, 86078.808, 91, B04, S00, 1
B04, Trade, 86086.173, 108, S10, B04, 1
B04, Trade, 86103.096, 102, B04, S10, 1
B04, Trade, 86106.692, 97, B04, S17, 1
B04, Trade, 86119.923, 98, S07, B04, 1
B04, Trade, 86135.962, 98, B04, S15, 1
B04, Trade, 86140.904, 101, B04, S12, 1
B04, Trade, 86153.538, 101, S16, B04, 1
B04, Trade, 86162.692, 99, B04, S21, 1
B04, Trade, 86177.846, 94, B04, S02, 1
B04, Trade, 86188.673, 104, B04, S23, 1
B04, Trade, 86234.250, 96, S07, B04, 1
B04, Trade, 86250.231, 98, S10, B04, 1
B04, Trade, 86275.288, 103, B04, S21, 1
B04, Trade, 86278.615, 99, S09, B04, 1
B04, Trade, 86312.769, 99, P01, B04, 1
B04, Trade, 86317.481, 99, B04, S10, 1
B04, Trade, 86328.788, 95, B04, S09, 1
B04, Trade, 86343.558, 98, S04, B04, 1
B04, Trade, 86345.538, 96, B04, S12, 1
B04, Trade, 86363.269, 98, S24, B04, 1
B04, Trade, 86373.635, 97, B04, S05, 1
B04, Trade, 86383.000, 105, S16, B04, 1
B04, Trade, 86387.308, 97, S03, B04, 1
B05, 100
B05, Trade, 84137.077, 114, S01, B05, 1
B05, Trade, 84146.135, 112, B05, S01, 1
B05, Trade, 84154.269, 116, S12, B05, 1
B05, Trade, 84169.731, 117, S02, B05, 1
B05, Trade, 84180.538, 114, B05, S08, 1
B05, Trade, 84208.077, 120, S12, B05, 1
B05, Trade, 84255.788, 117, S09, B05, 1
B05, Trade, 84275.808, 118, S01, B05, 1
B05, Trade, 84302.769, 111, S02, B05, 1
B05, Trade, 84349.827, 114, S05, B05, 1
B05, Trade, 84384.115, 115, S04, B05, 1
B05, Trade, 84393.538, 106, B05, S08, 1
B05, Trade, 84463.404, 107, S03, B05, 1
B05, Trade, 84474.404, 113, S00, B05, 1
B05, Trade, 84503.942, 110, S07, B05, 1
B05, Trade, 84524.846, 111, S17, B05, 1
B05, Trade, 84529.923, 111, S01, B05, 1
B05, Trade, 84557.750, 109, S17, B05, 1
B05, Trade, 84585.038, 109, P01, B05, 1
B05, Trade, 84621.462, 111, S18, B05, 1
B05, Trade, 84664.231, 114, S17, B05, 1
B05, Trade, 84683.596, 105, B05, S15, 1
B05, Trade, 84690.827, 111, S23, B05, 1
B05, Trade, 84733.596, 112, S17, B05, 1
B05, Trade, 84786.250, 116, S03, B05, 1
B05, Trade, 84839.058, 111, P01, B05, 1
B05, Trade, 84846.019, 109, B05, S13, 1
B05, Trade, 84878.096, 112, S04, B05, 1
B05, Trade, 84910.596, 105, S01, B05, 1
B05, Trade, 84929.231, 107, S12, B05, 1
B05, Trade, 84950.538, 105, S11, B05, 1
B05, Trade, 84960.000, 110, S09, B05, 1
B05, Trade, 84970.769, 106, S15, B05, 1
B05, Trade, 84994.519, 110, S14, B05, 1
B05, Trade, 85041.654, 116, S18, B05, 1
B05, Trade, 85052.000, 112, P01, B05, 1
B05, Trade, 85070.269, 112, S14, B05, 1
B05, Trade, 85100.596, 114, B05, S01, 1
B05, Trade, 85124.904, 107, P01, B05, 1
B05, Trade, 85144.462, 108, S13, B05, 1
B05, Trade, 85167.462, 104, S01, B05, 1
B05, Trade, 85172.154, 104, S08, B05, 1
B05, Trade, 85191.192, 108, B05, S05, 1
B05, Trade, 85206.231, 106, S11, B05, 1
B05, Trade, 85241.096, 111, S08, B05, 1
B05, Trade, 85266.923, 105, S07, B05, 1
B05, Trade, 85297.442, 106, P01, B05, 1
B05, Trade, 85336.865, 103, B05, S14, 1
B05, Trade, 85338.077, 104, S12, B05, 1
B05, Trade, 85362.346, 109, B05, S13, 1
B05, Trade, 85369.885, 106, S09, B05, 1
B05, Trade, 85391.827, 107, S19, B05, 1
B05, Trade, 85458.192, 115, S04, B05, 1
B05, Trade, 85467.942, 110, S23, B05, 1
B05, Trade, 85505.923, 111, S14, B05, 1
B05, Trade, 85527.019, 105, S19, B05, 1
B05, Trade, 85551.462, 102, S00, B05, 1
