B00, 100
B00, Trade, 85262.077, 169, P01, B00, 1
B02, Trade, 85944.269, 165, B02, S05, 1
B02, Trade, 85956.577, 161, B02, S00, 1
B02, Trade, 85961.519, 161, B02, S23, 1
B02, Trade, 85963.596, 165, S18, B02, 1
B02, Trade, 85992.615, 164, S03, B02, 1
B02, Trade, 86010.212, 163, B02, S08, 1
B02, Trade, 86030.500, 165, B02, S21, 1
B02, Trade, 86040.154, 164, S15, B02, 1
B02, Trade, 86056.615, 168, S23, B02, 1
B02, Trade, 86067.442, 158, B02, S18, 1
B02, Trade, 86093.885, 168, S17, B02, 1
B02, Trade, 86095.346, 167, S22, B02, 1
B02, Trade, 86118.192, 166, B02, S18, 1
B02, Trade, 86122.481, 176, S23, B02, 1
B02, Trade, 86133.038, 166, B02, S14, 1
B02, Trade, 86143.385, 163, B02, S16, 1
B02, Trade, 86151.635, 167, S07, B02, 1
B02, Trade, 86167.615, 165, B02, S22, 1
B02, Trade, 86170.365, 171, B02, S11, 1
B02, Trade, 86176.654, 163, B02, S21, 1
B02, Trade, 86192.538, 169, S21, B02, 1
B02, Trade, 86202.500, 170, B02, S11, 1
B02, Trade, 86219.250, 163, B02, S05, 1
B02, Trade, 86227.635, 167, S19, B02, 1
B02, Trade, 86240.904, 171, B02, S23, 1
B02, Trade, 86267.192, 173, B02, S18, 1
B02, Trade, 86276.865, 166, S05, B02, 1
B02, Trade, 86298.962, 167, S07, B02, 1
B02, Trade, 86312.923, 166, B02, S07, 1
B02, Trade, 86322.250, 166, B02, S14, 1
B02, Trade, 86339.365, 176, S03, B02, 1
B02, Trade, 86358.519, 164, S10, B02, 1
B02, Trade, 86375.692, 170, S19, B02, 1
B02, Trade, 86399.385, 169, S10, B02, 1
B03, 100
B03, Trade, 84886.058, 160, B03, S05, 1
B03, Trade, 84894.519, 167, B03, S05, 1
B03, Trade, 84909.019, 170, S08, B03, 1
B03, Trade, 84925.942, 163, B03, S22, 1
B03, Trade, 84943.327, 158, B03, S22, 1
B03, Trade, 84950.423, 168, B03, S08, 1
B03, Trade, 84971.904, 164, B03, S04, 1
B03, Trade, 84977.308, 166, B03, S14, 1
B03, Trade, 84985.115, 172, S10, B03, 1
B03, Trade, 85004.750, 167, P01, B03, 1
B03, Trade, 85017.500, 163, B03, S18, 1
B03, Trade, 85036.038, 171, S15, B03, 1
B03, Trade, 85046.077, 169, S14, B03, 1
B03, Trade, 85061.462, 163, B03, S01, 1
B03, Trade, 85077.308, 159, B03, S16, 1
B03, Trade, 85091.096, 164, S06, B03, 1
B03, Trade, 85101.673, 163, B03, S23, 1
B03, Trade, 85125.615, 168, P01, B03, 1
B03, Trade, 85142.827, 167, B03, S14, 1
B03, Trade, 85147.404, 166, B03, S05, 1
B03, Trade, 85189.904, 168, S24, B03, 1
B03, Trade, 85202.519, 168, S17, B03, 1
B03, Trade, 85226.250, 162, B03, S18, 1
B03, Trade, 85228.654, 164, S24, B03, 1
B03, Trade, 85241.192, 165, P01, B03, 1
B03, Trade, 85271.327, 168, S24, B03, 1
B03, Trade, 85282.115, 169, S15, B03, 1
B03, Trade, 85285.058, 169, S21, B03, 1
B03, Trade, 85312.385, 169, S19, B03, 1
B03, Trade, 85314.442, 167, S12, B03, 1
B03, Trade, 85330.308, 161, B03, S04, 1
B03, Trade, 85350.596, 168, B03, S21, 1
B03, Trade, 85359.885, 168, S13, B03, 1
B03, Trade, 85369.635, 172, S07, B03, 1
B03, Trade, 85387.250, 168, B03, S16, 1
B03, Trade, 85397.038, 161, B03, S16, 1
B03, Trade, 85401.712, 169, S14, B03, 1
B03, Trade, 85410.385, 163, B03, S01, 1
B03, Trade, 85421.442, 170, B03, S10, 1
B03, Trade, 85430.769, 168, B03, S19, 1
B03, Trade, 85439.462, 162, B03, S12, 1
B03, Trade, 85446.731, 159, B03, S01, 1
B03, Trade, 85456.038, 168, B03, S24, 1
B03, Trade, 85464.288, 169, S07, B03, 1
B03, Trade, 85476.038, 164, B03, S20, 1
B03, Trade, 85496.904, 169, S04, B03, 1
B03, Trade, 85530.596, 165, B03, S00, 1
B03, Trade, 85533.788, 164, B03, S18, 1
B03, Trade, 85559.827, 162, S15, B03, 1
B03, Trade, 85578.173, 166, B03, S12, 1
B03, Trade, 85599.481, 166, B03, S21, 1
B03, Trade, 85604.115, 165, S20, B03, 1
B03, Trade, 85636.154, 167, S21, B03, 1
B03, Trade, 85643.115, 165, S21, B03, 1
B03, Trade, 85670.827, 166, S13, B03, 1
B03, Trade, 85687.827, 164, B03, S18, 1
B03, Trade, 85722.538, 173, B03, S24, 1
B03, Trade, 85726.115, 168, S07, B03, 1
B03, Trade, 85741.538, 167, S14, B03, 1
B03, Trade, 85745.077, 165, S18, B03, 1
B03, Trade, 85766.154, 164, S23, B03, 1
B03, Trade, 85783.462, 168, S10, B03, 1
B03, Trade, 85796.788, 161, B03, S01, 1
B03, Trade, 85805.750, 161, B03, S06, 1
B03, Trade, 85826.577, 167, B03, S24, 1
B03, Trade, 85832.269, 168, B03, S02, 1
B03, Trade, 85833.750, 168, S06, B03, 1
B03, Trade, 85862.019, 164, S08, B03, 1
B03, Trade, 85873.827, 173, S06, B03, 1
B03, Trade, 85885.038, 169, B03, S15, 1
B03, Trade, 85895.923, 164, B03, S22, 1
B03, Trade, 85910.250, 165, B03, S14, 1
B03, Trade, 85916.538, 168, S10, B03, 1
B03, Trade, 85929.846, 165, S21, B03, 1
B03, Trade, 85945.731, 165, B03, S12, 1
B03, Trade, 85950.712, 163, B03, S00, 1
B03, Trade, 85956.731, 164, P01, B03, 1
B03, Trade, 85981.346, 165, S10, B03, 1
B03, Trade, 85987.808, 170, S12, B03, 1
B03, Trade, 86014.019, 158, B03, S08, 1
B03, Trade, 86044.038, 160, B03, S02, 1
B03, Trade, 86048.327, 175, S22, B03, 1
B03, Trade, 86067.981, 161, P01, B03, 1
B03, Trade, 86074.904, 168, S11, B03, 1
B03, Trade, 86087.019, 169, S16, B03, 1
B03, Trade, 86110.096, 164, B03, S20, 1
B03, Trade, 86122.404, 174, B03, S04, 1
B03, Trade, 86131.827, 167, S05, B03, 1
B03, Trade, 86141.423, 165, S18, B03, 1
B03, Trade, 86157.635, 168, S07, B03, 1
B03, Trade, 86182.385, 168, S09, B03, 1
B03, Trade, 86207.942, 169, S05, B03, 1
B03, Trade, 86242.192, 174, S20, B03, 1
B03, Trade, 86276.135, 166, S12, B03, 1
B03, Trade, 86296.981, 162, B03, S14, 1
B03, Trade, 86305.654, 169, S21, B03, 1
B03, Trade, 86333.712, 171, S05, B03, 1
B03, Trade, 86343.231, 160, B03, S18, 1
B03, Trade, 86360.558, 166, P01, B03, 1
B03, Trade, 86387.981, 168, S10, B03, 1
B04, 100
B04, Trade, 85223.731, 168, S18, B04, 1
B04, Trade, 85232.058, 173, S05, B04, 1
B04, Trade, 85251.500, 171, P01, B04, 1
B04, Trade, 85256.481, 172, S01, B04, 1
B04, Trade, 85272.096, 172, S19, B04, 1
B04, Trade, 85286.288, 170, S09, B04, 1
B04, Trade, 85297.385, 168, S11, B04, 1
B04, Trade, 85305.096, 168, B04, S08, 1
B04, Trade, 85333.212, 164, S17, B04, 1
B04, Trade, 85346.808, 171, B04, S07, 1
B04, Trade, 85349.692, 171, S18, B04, 1
B04, Trade, 85360.654, 166, S23, B04, 1
B04, Trade, 85367.250, 173, S13, B04, 1
B04, Trade, 85378.750, 166, B04, S22, 1
B04, Trade, 85395.827, 162, B04, S17, 1
B04, Trade, 85415.231, 171, S24, B04, 1
B04, Trade, 85418.596, 176, S03, B04, 1
B04, Trade, 85445.077, 164, B04, S05, 1
B04, Trade, 85448.962, 173, S07, B04, 1
B04, Trade, 85454.827, 167, S16, B04, 1
B04, Trade, 85469.365, 171, S18, B04, 1
B04, Trade, 85483.596, 171, S16, B04, 1
B04, Trade, 85491.019, 171, S08, B04, 1
B04, Trade, 85500.000, 162, S23, B04, 1
B04, Trade, 85502.115, 164, S22, B04, 1
B04, Trade, 85517.135, 164, S19, B04, 1
B04, Trade, 85525.635, 168, S12, B04, 1
B04, Trade, 85536.212, 169, S07, B04, 1
B04, Trade, 85544.500, 173, S13, B04, 1
B04, Trade, 85573.077, 168, B04, S20, 1
B04, Trade, 85581.385, 172, S18, B04, 1
B04, Trade, 85592.404, 167, B04, S08, 1
B04, Trade, 85602.250, 163, P01, B04, 1
B04, Trade, 85611.231, 169, S10, B04, 1
B04, Trade, 85619.135, 169, B04, S00, 1
B04, Trade, 85623.308, 170, S10, B04, 1
B04, Trade, 85644.115, 166, S22, B04, 1
B04, Trade, 85656.192, 170, S10, B04, 1
B04, Trade, 85671.000, 160, P01, B04, 1
B04, Trade, 85688.981, 163, B04, S11, 1
B04, Trade, 85697.231, 161, S05, B04, 1
B04, Trade, 85715.673, 169, S21, B04, 1
B04, Trade, 85726.192, 172, S01, B04, 1
B04, Trade, 85752.077, 160, B04, S05, 1
B04, Trade, 85760.019, 160, B04, S20, 1
B04, Trade, 85771.308, 165, B04, S03, 1
B04, Trade, 85784.962, 163, B04, S08, 1
B04, Trade, 85790.154, 175, S13, B04, 1
B04, Trade, 85793.981, 167, S07, B04, 1
B04, Trade, 85803.577, 163, B04, S13, 1
B04, Trade, 85822.308, 169, S23, B04, 1
B04, Trade, 85832.019, 173, S11, B04, 1
B04, Trade, 85847.288, 163, S10, B04, 1
B04, Trade, 85877.000, 170, S17, B04, 1
B04, Trade, 85890.808, 168, S20, B04, 1
B04, Trade, 85899.462, 172, S11, B04, 1
B04, Trade, 85903.865, 175, B04, S16, 1
B04, Trade, 85913.962, 171, S20, B04, 1
B04, Trade, 85930.962, 166, P01, B04, 1
B04, Trade, 85938.346, 171, B04, S03, 1
B04, Trade, 85947.519, 165, S17, B04, 1
B04, Trade, 85957.962, 162, B04, S13, 1
B04, Trade, 85964.404, 168, S17, B04, 1
B04, Trade, 85977.942, 165, S06, B04, 1
B04, Trade, 85986.769, 174, S12, B04, 1
B04, Trade, 85999.904, 165, S07, B04, 1
B04, Trade, 86015.173, 159, S17, B04, 1
B04, Trade, 86035.654, 172, S14, B04, 1
B04, Trade, 86047.481, 174, S12, B04, 1
B04, Trade, 86060.904, 156, S13, B04, 1
B04, Trade, 86072.173, 164, S06, B04, 1
B04, Trade, 86076.712, 171, S08, B04, 1
B04, Trade, 86092.442, 170, S11, B04, 1
B04, Trade, 86096.654, 163, S03, B04, 1
B04, Trade, 86107.731, 167, B04, S05, 1
B04, Trade, 86119.135, 167, B04, S22, 1
B04, Trade, 86131.654, 166, B04, S00, 1
B04, Trade, 86143.308, 168, S06, B04, 1
B04, Trade, 86151.885, 170, S08, B04, 1
B04, Trade, 86160.000, 168, B04, S16, 1
B04, Trade, 86175.635, 165, B04, S22, 1
B04, Trade, 86180.654, 166, S11, B04, 1
B04, Trade, 86190.250, 168, S10, B04, 1
B04, Trade, 86205.827, 169, S19, B04, 1
B04, Trade, 86218.173, 167, S20, B04, 1
B04, Trade, 86232.192, 160, B04, S16, 1
B04, Trade, 86235.058, 171, S23, B04, 1
B04, Trade, 86246.692, 169, B04, S21, 1
B04, Trade, 86259.712, 169, S15, B04, 1
B04, Trade, 86284.000, 165, B04, S22, 1
B04, Trade, 86293.192, 168, S23, B04, 1
B04, Trade, 86309.673, 167, S13, B04, 1
B04, Trade, 86317.250, 169, S22, B04, 1
B04, Trade, 86331.173, 171, S20, B04, 1
B04, Trade, 86340.538, 192, B04, S04, 1
B04, Trade, 86349.096, 167, S19, B04, 1
B04, Trade, 86362.038, 174, S20, B04, 1
B04, Trade, 86373.808, 173, S08, B04, 1
B04, Trade, 86379.058, 170, S09, B04, 1
B04, Trade, 86383.808, 168, S11, B04, 1
B05, 100
B05, Trade, 85270.500, 167, S13, B05, 1
B05, Trade, 85273.500, 172, S03, B05, 1
B05, Trade, 85290.885, 162, S13, B05, 1
B05, Trade, 85308.019, 167, B05, S22, 1
B05, Trade, 85316.808, 169, S01, B05, 1
B05, Trade, 85333.615, 157, B05, S04, 1
B05, Trade, 85335.365, 164, S09, B05, 1
B05, Trade, 85344.558, 165, P01, B05, 1
B05, Trade, 85353.942, 169, S15, B05, 1
B05, Trade, 85368.481, 160, S11, B05, 1
B05, Trade, 85375.481, 169, S07, B05, 1
B05, Trade, 85387.058, 170, S24, B05, 1
B05, Trade, 85397.192, 161, B05, S04, 1
B05, Trade, 85406.904, 166, B05, S15, 1
B05, Trade, 85428.462, 174, S07, B05, 1
B05, Trade, 85438.288, 166, S23, B05, 1
B05, Trade, 85448.462, 163, S08, B05, 1
B05, Trade, 85469.250, 164, B05, S01, 1
B05, Trade, 85476.731, 166, S13, B05, 1
B05, Trade, 85497.808, 166, B05, S05, 1
B05, Trade, 85500.135, 162, S17, B05, 1
B05, Trade, 85503.596, 162, S10, B05, 1
B05, Trade, 85515.365, 165, S15, B05, 1
B05, Trade, 85527.981, 168, S11, B05, 1
B05, Trade, 85563.000, 164, B05, S01, 1
B05, Trade, 85564.750, 168, S06, B05, 1
B05, Trade, 85577.096, 171, S24, B05, 1
B05, Trade, 85589.596, 168, S09, B05, 1
B05, Trade, 85601.654, 162, S11, B05, 1
B05, Trade, 85615.115, 167, S18, B05, 1
B05, Trade, 85635.327, 164, S20, B05, 1
B05, Trade, 85644.923, 171, S03, B05, 1
B05, Trade, 85660.269, 168, S17, B05, 1
B05, Trade, 85671.596, 167, S07, B05, 1
B05, Trade, 85678.058, 166, S07, B05, 1
B05, Trade, 85691.192, 159, B05, S01, 1
B05, Trade, 85699.788, 160, P01, B05, 1
B05, Trade, 85710.538, 168, S13, B05, 1
B05, Trade, 85721.904, 173, S22, B05, 1
B05, Trade, 85726.596, 169, S15, B05, 1
B05, Trade, 85751.788, 161, B05, S04, 1
B05, Trade, 85762.885, 163, B05, S05, 1
B05, Trade, 85768.212, 168, S10, B05, 1
B05, Trade, 85779.288, 168, S07, B05, 1
B05, Trade, 85791.596, 165, S05, B05, 1
B05, Trade, 85795.808, 165, S15, B05, 1
B05, Trade, 85805.019, 164, S03, B05, 1
B05, Trade, 85822.673, 171, P01, B05, 1
B05, Trade, 85827.269, 165, B05, S08, 1
B05, Trade, 85836.808, 165, S10, B05, 1
B05, Trade, 85850.096, 168, S09, B05, 1
B05, Trade, 85855.019, 169, S15, B05, 1
B05, Trade, 85866.077, 172, S19, B05, 1
B05, Trade, 85875.058, 172, S23, B05, 1
B05, Trade, 85887.885, 170, S07, B05, 1
B05, Trade, 85902.462, 180, S23, B05, 1
B05, Trade, 85910.577, 164, S24, B05, 1
