B00, 100
B00, Trade, 85233.673, 170, P00, B00, 1
B00, Trade, 85831.462, 170, B00, S05, 1
B00, Trade, 85846.058, 167, S11, B00, 1
B00, Trade, 85852.404, 165, S23, B00, 1
B00, Trade, 85861.981, 167, S18, B00, 1
B00, Trade, 85874.519, 171, S20, B00, 1
B00, Trade, 85893.404, 165, S21, B00, 1
B00, Trade, 85901.712, 167, S11, B00, 1
B00, Trade, 85908.808, 162, S23, B00, 1
B00, Trade, 85925.423, 172, S02, B00, 1
B00, Trade, 85942.673, 173, S01, B00, 1
B00, Trade, 85946.442, 169, S00, B00, 1
B00, Trade, 85955.692, 174, S10, B00, 1
B00, Trade, 85969.577, 164, S09, B00, 1
B00, Trade, 85990.538, 172, S16, B00, 1
B00, Trade, 86003.673, 169, S09, B00, 1
B00, Trade, 86019.904, 163, S09, B00, 1
B00, Trade, 86027.731, 168, S12, B00, 1
B00, Trade, 86040.269, 160, S13, B00, 1
B00, Trade, 86052.115, 169, P00, B00, 1
B00, Trade, 86064.712, 170, S12, B00, 1
B00, Trade, 86066.904, 171, S10, B00, 1
B00, Trade, 86097.904, 162, B00, S07, 1
B00, Trade, 86101.462, 167, P00, B00, 1
B00, Trade, 86106.846, 170, S20, B00, 1
B00, Trade, 86117.135, 167, S22, B00, 1
B00, Trade, 86135.654, 165, S07, B00, 1
B00, Trade, 86150.192, 170, B00, S11, 1
B00, Trade, 86159.250, 161, S06, B00, 1
B00, Trade, 86172.788, 170, S04, B00, 1
B00, Trade, 86175.212, 168, S00, B00, 1
B00, Trade, 86190.885, 166, S07, B00, 1
B00, Trade, 86197.808, 172, S03, B00, 1
B00, Trade, 86217.942, 172, P00, B00, 1
B00, Trade, 86234.981, 164, B00, S15, 1
B00, Trade, 86241.154, 165, B00, S11, 1
B00, Trade, 86255.981, 160, B00, S03, 1
B00, Trade, 86277.500, 170, B00, S21, 1
B00, Trade, 86290.538, 172, S15, B00, 1
B00, Trade, 86302.500, 169, S00, B00, 1
B00, Trade, 86308.558, 166, S00, B00, 1
B00, Trade, 86322.769, 169, S00, B00, 1
B00, Trade, 86333.519, 163, B00, S14, 1
B00, Trade, 86339.462, 165, S16, B00, 1
B00, Trade, 86357.154, 173, S16, B00, 1
B00, Trade, 86372.442, 168, S18, B00, 1
B00, Trade, 86378.385, 172, S09, B00, 1
B00, Trade, 86393.692, 166, S20, B00, 1
B01, 100
B01, Trade, 85002.692, 170, B01, S23, 1
B01, Trade, 85010.000, 164, B01, S02, 1
B01, Trade, 85023.481, 163, B01, S18, 1
B01, Trade, 85063.731, 161, B01, S08, 1
B01, Trade, 85072.731, 169, S00, B01, 1
B01, Trade, 85093.173, 176, S01, B01, 1
B01, Trade, 85112.846, 159, B01, S15, 1
B01, Trade, 85139.192, 164, B01, S02, 1
B01, Trade, 85189.250, 166, S24, B01, 1
B01, Trade, 85193.000, 168, P00, B01, 1
B01, Trade, 85210.404, 167, B01, S09, 1
B01, Trade, 85228.269, 169, B01, S08, 1
B01, Trade, 85233.654, 169, B01, S14, 1
B01, Trade, 85244.308, 175, S24, B01, 1
B01, Trade, 85259.750, 157, B01, S17, 1
B01, Trade, 85271.577, 169, P00, B01, 1
B01, Trade, 85280.212, 174, B01, S12, 1
B01, Trade, 85285.385, 168, S23, B01, 1
B01, Trade, 85304.038, 168, B01, S13, 1
B01, Trade, 85315.019, 170, S18, B01, 1
B01, Trade, 85324.385, 166, P00, B01, 1
B01, Trade, 85341.500, 164, B01, S11, 1
B01, Trade, 85348.019, 162, B01, S17, 1
B01, Trade, 85356.058, 170, P00, B01, 1
B01, Trade, 85373.462, 171, B01, S04, 1
B01, Trade, 85382.096, 174, P00, B01, 1
B01, Trade, 85384.231, 170, B01, S17, 1
B01, Trade, 85412.096, 175, S04, B01, 1
B01, Trade, 85423.923, 166, S10, B01, 1
B01, Trade, 85442.981, 174, S14, B01, 1
B01, Trade, 85451.615, 165, B01, S07, 1
B01, Trade, 85472.404, 169, B01, S24, 1
B01, Trade, 85477.500, 166, B01, S06, 1
B01, Trade, 85491.788, 162, B01, S21, 1
B01, Trade, 85502.712, 167, S01, B01, 1
B01, Trade, 85532.000, 170, S10, B01, 1
B01, Trade, 85542.385, 170, S00, B01, 1
B01, Trade, 85559.635, 161, B01, S17, 1
B01, Trade, 85568.750, 163, S12, B01, 1
B01, Trade, 85587.096, 166, B01, S03, 1
B01, Trade, 85587.904, 171, P00, B01, 1
B01, Trade, 85630.769, 164, S00, B01, 1
B01, Trade, 85653.865, 162, B01, S15, 1
B01, Trade, 85660.923, 163, B01, S18, 1
B01, Trade, 85680.212, 168, S04, B01, 1
B01, Trade, 85712.385, 161, B01, S08, 1
B01, Trade, 85723.885, 164, S12, B01, 1
B01, Trade, 85753.692, 161, B01, S17, 1
B01, Trade, 85760.615, 164, S11, B01, 1
B01, Trade, 85770.423, 168, B01, S10, 1
B01, Trade, 85800.885, 171, S20, B01, 1
B01, Trade, 85807.442, 163, S10, B01, 1
B01, Trade, 85820.385, 162, B01, S02, 1
B01, Trade, 85838.885, 170, S09, B01, 1
B01, Trade, 85849.558, 164, S00, B01, 1
B01, Trade, 85866.808, 167, B01, S14, 1
B01, Trade, 85872.442, 172, S24, B01, 1
B01, Trade, 85882.019, 168, B01, S14, 1
B01, Trade, 85885.250, 171, S09, B01, 1
B01, Trade, 85902.308, 165, B01, S02, 1
B01, Trade, 85921.769, 170, S07, B01, 1
B01, Trade, 85933.923, 163, B01, S11, 1
B01, Trade, 85939.327, 164, B01, S21, 1
B01, Trade, 85944.904, 168, B01, S17, 1
B01, Trade, 85963.500, 165, S18, B01, 1
B01, Trade, 85974.577, 166, S14, B01, 1
B01, Trade, 85991.077, 169, B01, S00, 1
B01, Trade, 85998.712, 169, B01, S03, 1
B01, Trade, 86007.538, 169, S07, B01, 1
B01, Trade, 86022.827, 166, S15, B01, 1
B01, Trade, 86030.250, 158, B01, S02, 1
B01, Trade, 86047.923, 169, B01, S24, 1
B01, Trade, 86053.923, 170, S18, B01, 1
B01, Trade, 86065.788, 167, B01, S01, 1
B01, Trade, 86071.269, 171, S03, B01, 1
B01, Trade, 86077.058, 169, B01, S07, 1
B01, Trade, 86097.577, 164, B01, S06, 1
B01, Trade, 86100.981, 166, S16, B01, 1
B01, Trade, 86114.981, 162, B01, S08, 1
B01, Trade, 86118.654, 175, S09, B01, 1
B01, Trade, 86135.077, 162, B01, S12, 1
B01, Trade, 86150.827, 171, S12, B01, 1
B01, Trade, 86163.635, 167, S02, B01, 1
B01, Trade, 86179.500, 171, S23, B01, 1
B01, Trade, 86191.923, 162, B01, S11, 1
B01, Trade, 86196.942, 162, B01, S04, 1
B01, Trade, 86203.962, 165, P00, B01, 1
B01, Trade, 86242.000, 170, S02, B01, 1
B01, Trade, 86257.827, 163, B01, S22, 1
B01, Trade, 86268.923, 161, B01, S17, 1
B01, Trade, 86276.231, 170, S15, B01, 1
B01, Trade, 86300.481, 165, P00, B01, 1
B01, Trade, 86311.308, 165, B01, S14, 1
B01, Trade, 86317.808, 161, B01, S02, 1
B01, Trade, 86338.115, 165, B01, S24, 1
B01, Trade, 86347.615, 163, S03, B01, 1
B01, Trade, 86364.096, 162, B01, S15, 1
B01, Trade, 86365.923, 167, P00, B01, 1
B01, Trade, 86382.885, 170, B01, S04, 1
B01, Trade, 86386.058, 167, S09, B01, 1
B02, 100
B02, Trade, 84884.500, 170, S24, B02, 1
B02, Trade, 84903.981, 169, S22, B02, 1
B02, Trade, 84941.135, 172, S07, B02, 1
B02, Trade, 84959.923, 161, B02, S16, 1
B02, Trade, 84985.423, 168, S01, B02, 1
B02, Trade, 84993.673, 169, S21, B02, 1
B02, Trade, 85016.019, 164, B02, S00, 1
B02, Trade, 85033.423, 162, B02, S14, 1
B02, Trade, 85036.058, 164, S01, B02, 1
B02, Trade, 85064.115, 160, B02, S14, 1
B02, Trade, 85089.288, 170, S03, B02, 1
B02, Trade, 85111.923, 159, S09, B02, 1
B02, Trade, 85125.250, 161, B02, S02, 1
B02, Trade, 85144.365, 169, S00, B02, 1
B02, Trade, 85158.981, 162, B02, S08, 1
B02, Trade, 85173.327, 165, B02, S01, 1
B02, Trade, 85184.115, 169, S20, B02, 1
B02, Trade, 85207.000, 166, B02, S20, 1
B02, Trade, 85210.692, 171, S02, B02, 1
B02, Trade, 85218.827, 171, B02, S12, 1
B02, Trade, 85245.558, 177, S08, B02, 1
B02, Trade, 85265.135, 165, S11, B02, 1
B02, Trade, 85281.250, 171, B02, S08, 1
B02, Trade, 85284.500, 170, S00, B02, 1
B02, Trade, 85306.115, 168, B02, S22, 1
B02, Trade, 85310.288, 170, S21, B02, 1
B02, Trade, 85324.962, 167, S21, B02, 1
B02, Trade, 85345.538, 162, B02, S07, 1
B02, Trade, 85356.404, 165, B02, S03, 1
B02, Trade, 85373.615, 174, P00, B02, 1
B02, Trade, 85388.981, 163, B02, S21, 1
B02, Trade, 85397.250, 177, S00, B02, 1
B02, Trade, 85404.404, 170, S00, B02, 1
B02, Trade, 85423.942, 165, B02, S08, 1
B02, Trade, 85436.096, 172, S06, B02, 1
B02, Trade, 85455.462, 168, S03, B02, 1
B02, Trade, 85490.308, 164, S01, B02, 1
B02, Trade, 85512.115, 172, S21, B02, 1
B02, Trade, 85525.577, 165, S11, B02, 1
B02, Trade, 85540.288, 167, S03, B02, 1
B02, Trade, 85554.115, 160, B02, S03, 1
B02, Trade, 85561.923, 166, S01, B02, 1
B02, Trade, 85582.385, 163, B02, S08, 1
B02, Trade, 85589.135, 166, B02, S13, 1
B02, Trade, 85611.615, 167, S08, B02, 1
B02, Trade, 85633.231, 168, S14, B02, 1
B02, Trade, 85636.385, 158, B02, S02, 1
B02, Trade, 85662.577, 161, B02, S04, 1
B02, Trade, 85688.346, 169, S06, B02, 1
B02, Trade, 85696.308, 167, S14, B02, 1
B02, Trade, 85709.712, 162, S12, B02, 1
B02, Trade, 85719.173, 159, B02, S05, 1
B02, Trade, 85728.385, 166, S02, B02, 1
B02, Trade, 85744.308, 163, B02, S08, 1
B02, Trade, 85746.962, 165, S12, B02, 1
B02, Trade, 85764.192, 171, S09, B02, 1
B02, Trade, 85788.442, 163, S09, B02, 1
B02, Trade, 85806.500, 160, B02, S08, 1
B02, Trade, 85819.500, 164, B02, S00, 1
B02, Trade, 85830.058, 179, S21, B02, 1
B02, Trade, 85853.904, 165, P00, B02, 1
B02, Trade, 85873.058, 167, B02, S18, 1
B02, Trade, 85881.385, 175, B02, S15, 1
B02, Trade, 85885.481, 174, S17, B02, 1
B02, Trade, 85903.288, 164, B02, S13, 1
B02, Trade, 85915.231, 166, B02, S03, 1
B02, Trade, 85916.769, 170, S09, B02, 1
B02, Trade, 85928.212, 167, S14, B02, 1
B02, Trade, 85940.519, 163, B02, S17, 1
B02, Trade, 85953.769, 172, B02, S09, 1
B02, Trade, 85955.538, 172, S23, B02, 1
B02, Trade, 85982.923, 171, S22, B02, 1
B02, Trade, 86006.962, 168, S22, B02, 1
B02, Trade, 86026.365, 160, B02, S17, 1
B02, Trade, 86028.462, 171, S18, B02, 1
B02, Trade, 86048.385, 168, B02, S21, 1
B02, Trade, 86052.538, 162, B02, S16, 1
B02, Trade, 86056.692, 166, S24, B02, 1
B02, Trade, 86082.788, 169, B02, S20, 1
B02, Trade, 86099.654, 166, S10, B02, 1
B02, Trade, 86112.712, 164, S19, B02, 1
B02, Trade, 86117.000, 164, S18, B02, 1
B02, Trade, 86133.962, 163, B02, S17, 1
B02, Trade, 86147.673, 166, S23, B02, 1
B02, Trade, 86158.288, 162, S04, B02, 1
B02, Trade, 86173.923, 171, S24, B02, 1
B02, Trade, 86191.231, 163, B02, S15, 1
B02, Trade, 86204.058, 163, B02, S18, 1
B02, Trade, 86206.673, 170, B02, S16, 1
B02, Trade, 86228.519, 172, S12, B02, 1
B02, Trade, 86246.308, 169, S00, B02, 1
B02, Trade, 86274.135, 167, B02, S04, 1
B02, Trade, 86284.058, 179, S00, B02, 1
B02, Trade, 86302.385, 169, S13, B02, 1
B02, Trade, 86312.154, 165, B02, S17, 1
B02, Trade, 86323.519, 169, S11, B02, 1
B02, Trade, 86336.346, 168, S15, B02, 1
B02, Trade, 86358.365, 166, B02, S06, 1
B02, Trade, 86368.712, 173, S12, B02, 1
B02, Trade, 86377.885, 169, B02, S01, 1
B03, 100
B03, Trade, 85068.692, 166, S04, B03, 1
B03, Trade, 85080.808, 166, S07, B03, 1
B03, Trade, 85093.673, 169, B03, S17, 1
B03, Trade, 85103.615, 169, S23, B03, 1
B03, Trade, 85132.000, 165, S13, B03, 1
B03, Trade, 85142.962, 163, B03, S18, 1
B03, Trade, 85148.365, 172, S17, B03, 1
B03, Trade, 85160.442, 168, B03, S09, 1
B03, Trade, 85175.038, 173, S02, B03, 1
B03, Trade, 85190.808, 164, B03, S07, 1
B03, Trade, 85210.154, 167, B03, S24, 1
B03, Trade, 85211.712, 172, P00, B03, 1
B03, Trade, 85227.462, 166, B03, S16, 1
B03, Trade, 85242.135, 170, S13, B03, 1
B03, Trade, 85252.904, 166, S24, B03, 1
B03, Trade, 85268.808, 169, S15, B03, 1
B03, Trade, 85306.558, 171, S10, B03, 1
B03, Trade, 85321.808, 164, B03, S16, 1
B03, Trade, 85327.654, 167, S24, B03, 1
B03, Trade, 85344.885, 163, B03, S02, 1
B03, Trade, 85360.981, 163, S13, B03, 1
B03, Trade, 85374.885, 172, B03, S12, 1
B03, Trade, 85381.096, 170, B03, S05, 1
B03, Trade, 85395.596, 172, B03, S16, 1
B03, Trade, 85397.692, 177, P00, B03, 1
B03, Trade, 85413.000, 165, B03, S16, 1
B03, Trade, 85424.596, 165, B03, S02, 1
B03, Trade, 85430.115, 167, B03, S21, 1
B03, Trade, 85439.327, 164, B03, S16, 1
B03, Trade, 85455.692, 167, B03, S07, 1
B03, Trade, 85457.058, 169, S22, B03, 1
B03, Trade, 85469.058, 170, S11, B03, 1
B03, Trade, 85481.404, 165, B03, S01, 1
B03, Trade, 85493.635, 158, B03, S10, 1
B03, Trade, 85495.885, 166, S14, B03, 1
B03, Trade, 85516.423, 168, S24, B03, 1
B03, Trade, 85524.250, 163, S17, B03, 1
B03, Trade, 85533.577, 166, P00, B03, 1
B03, Trade, 85553.865, 161, B03, S08, 1
B03, Trade, 85564.846, 162, B03, S05, 1
B03, Trade, 85569.269, 161, S24, B03, 1
B03, Trade, 85582.885, 162, B03, S02, 1
B03, Trade, 85587.769, 167, S18, B03, 1
B03, Trade, 85603.692, 158, B03, S17, 1
B03, Trade, 85611.481, 166, B03, S09, 1
B03, Trade, 85625.712, 158, B03, S08, 1
B03, Trade, 85634.442, 165, S24, B03, 1
B03, Trade, 85643.712, 167, B03, S17, 1
B03, Trade, 85655.096, 164, S04, B03, 1
B03, Trade, 85672.827, 162, B03, S20, 1
B03, Trade, 85683.135, 165, B03, S17, 1
B03, Trade, 85692.423, 169, B03, S17, 1
B03, Trade, 85707.231, 168, S19, B03, 1
B03, Trade, 85728.827, 163, B03, S10, 1
B03, Trade, 85738.385, 170, S02, B03, 1
B03, Trade, 85754.154, 163, S24, B03, 1
B03, Trade, 85778.096, 165, S08, B03, 1
B03, Trade, 85793.788, 161, B03, S15, 1
B03, Trade, 85803.615, 164, S22, B03, 1
B03, Trade, 85814.865, 169, P00, B03, 1
B03, Trade, 85826.288, 171, S12, B03, 1
B03, Trade, 85844.404, 166, S07, B03, 1
B03, Trade, 85857.577, 161, B03, S03, 1
B03, Trade, 85875.904, 172, S13, B03, 1
B03, Trade, 85891.904, 164, S04, B03, 1
B03, Trade, 85903.154, 167, S18, B03, 1
B03, Trade, 85934.250, 167, S12, B03, 1
B03, Trade, 85950.250, 173, B03, S01, 1
B03, Trade, 85957.615, 169, B03, S11, 1
B03, Trade, 85981.769, 160, B03, S21, 1
B03, Trade, 85984.981, 162, S03, B03, 1
B03, Trade, 85995.885, 171, B03, S14, 1
B03, Trade, 85997.942, 171, S07, B03, 1
B03, Trade, 86010.731, 166, B03, S21, 1
B03, Trade, 86023.000, 166, S00, B03, 1
B03, Trade, 86049.942, 166, B03, S10, 1
B03, Trade, 86057.250, 167, S07, B03, 1
B03, Trade, 86075.654, 168, B03, S03, 1
B03, Trade, 86089.923, 164, B03, S15, 1
B03, Trade, 86093.135, 168, P00, B03, 1
B03, Trade, 86111.731, 168, B03, S21, 1
B03, Trade, 86120.423, 164, S00, B03, 1
B03, Trade, 86139.519, 168, S00, B03, 1
B03, Trade, 86146.096, 172, S11, B03, 1
B03, Trade, 86173.192, 173, S22, B03, 1
B03, Trade, 86184.115, 166, B03, S02, 1
B03, Trade, 86203.346, 164, S21, B03, 1
B03, Trade, 86207.885, 171, S23, B03, 1
B03, Trade, 86221.288, 167, B03, S20, 1
B03, Trade, 86226.173, 172, S00, B03, 1
B03, Trade, 86244.635, 163, B03, S08, 1
B03, Trade, 86255.692, 163, S12, B03, 1
B03, Trade, 86274.250, 171, S00, B03, 1
B03, Trade, 86279.558, 172, B03, S22, 1
B03, Trade, 86313.615, 166, S09, B03, 1
B03, Trade, 86327.635, 176, S23, B03, 1
B03, Trade, 86338.269, 164, B03, S03, 1
B03, Trade, 86366.635, 163, B03, S08, 1
B03, Trade, 86379.519, 173, S23, B03, 1
B03, Trade, 86394.308, 169, S22, B03, 1
B04, 100
B04, Trade, 85222.904, 162, B04, S15, 1
B04, Trade, 85232.500, 169, S20, B04, 1
B04, Trade, 85242.250, 165, B04, S03, 1
B04, Trade, 85248.827, 165, B04, S20, 1
B04, Trade, 85253.346, 167, P00, B04, 1
B04, Trade, 85269.250, 166, B04, S16, 1
B04, Trade, 85274.635, 169, S11, B04, 1
B04, Trade, 85291.731, 172, B04, S22, 1
B04, Trade, 85295.038, 167, B04, S23, 1
B04, Trade, 85303.019, 169, S12, B04, 1
B04, Trade, 85322.981, 164, B04, S13, 1
B04, Trade, 85334.385, 164, B04, S06, 1
B04, Trade, 85351.154, 162, B04, S08, 1
B04, Trade, 85369.635, 172, S09, B04, 1
B04, Trade, 85381.558, 172, B04, S09, 1
B04, Trade, 85425.558, 166, S21, B04, 1
B04, Trade, 85433.865, 167, S24, B04, 1
B04, Trade, 85447.885, 168, B04, S00, 1
B04, Trade, 85457.615, 166, B04, S02, 1
B04, Trade, 85465.808, 165, B04, S05, 1
B04, Trade, 85478.923, 168, S04, B04, 1
B04, Trade, 85492.154, 158, B04, S08, 1
B04, Trade, 85495.365, 165, B04, S02, 1
B04, Trade, 85515.288, 167, S09, B04, 1
B04, Trade, 85541.308, 169, B04, S10, 1
B04, Trade, 85549.173, 164, B04, S17, 1
B04, Trade, 85558.923, 163, S04, B04, 1
B04, Trade, 85569.769, 161, P00, B04, 1
B04, Trade, 85577.904, 164, B04, S03, 1
B04, Trade, 85594.442, 162, B04, S06, 1
B04, Trade, 85602.519, 161, B04, S17, 1
B04, Trade, 85610.327, 167, S18, B04, 1
B04, Trade, 85621.769, 166, B04, S16, 1
B04, Trade, 85626.962, 166, S11, B04, 1
B04, Trade, 85639.154, 159, S18, B04, 1
B04, Trade, 85652.288, 164, S20, B04, 1
B04, Trade, 85655.827, 165, B04, S08, 1
B04, Trade, 85671.288, 163, B04, S04, 1
B04, Trade, 85677.538, 164, B04, S01, 1
B04, Trade, 85688.885, 170, B04, S18, 1
B04, Trade, 85699.750, 162, B04, S10, 1
B04, Trade, 85710.250, 162, B04, S03, 1
B04, Trade, 85714.788, 162, B04, S06, 1
B04, Trade, 85733.673, 164, B04, S04, 1
B04, Trade, 85742.288, 167, B04, S15, 1
B04, Trade, 85749.712, 165, B04, S11, 1
B04, Trade, 85757.423, 157, B04, S16, 1
B04, Trade, 85769.212, 171, S01, B04, 1
B04, Trade, 85781.519, 163, B04, S11, 1
B04, Trade, 85788.288, 162, S12, B04, 1
B04, Trade, 85798.577, 163, B04, S08, 1
B04, Trade, 85811.250, 163, B04, S01, 1
B04, Trade, 85813.885, 169, S12, B04, 1
B04, Trade, 85833.115, 177, B04, S19, 1
B04, Trade, 85843.096, 161, B04, S05, 1
B04, Trade, 85849.038, 163, B04, S15, 1
B04, Trade, 85862.558, 167, S09, B04, 1
B04, Trade, 85864.615, 167, S23, B04, 1
B04, Trade, 85875.654, 168, B04, S07, 1
B04, Trade, 85893.500, 163, B04, S04, 1
B04, Trade, 85898.173, 166, S00, B04, 1
B04, Trade, 85913.846, 166, S02, B04, 1
B04, Trade, 85927.981, 166, B04, S22, 1
B04, Trade, 85954.019, 167, S13, B04, 1
B04, Trade, 85983.308, 166, B04, S02, 1
B04, Trade, 85984.731, 166, B04, S22, 1
B04, Trade, 86005.288, 167, S16, B04, 1
B04, Trade, 86008.788, 168, S09, B04, 1
B04, Trade, 86021.692, 162, B04, S03, 1
B04, Trade, 86025.038, 162, B04, S21, 1
B04, Trade, 86047.596, 169, B04, S12, 1
B04, Trade, 86048.808, 167, B04, S08, 1
B04, Trade, 86059.923, 166, B04, S05, 1
B04, Trade, 86088.115, 166, B04, S22, 1
B04, Trade, 86105.096, 166, B04, S14, 1
B04, Trade, 86115.615, 162, B04, S02, 1
B04, Trade, 86124.654, 165, B04, S23, 1
B04, Trade, 86129.173, 164, B04, S11, 1
B04, Trade, 86145.038, 167, S18, B04, 1
B04, Trade, 86148.365, 171, S03, B04, 1
B04, Trade, 86157.269, 164, B04, S01, 1
B04, Trade, 86176.365, 163, B04, S17, 1
B04, Trade, 86183.058, 168, B04, S03, 1
B04, Trade, 86194.731, 161, B04, S13, 1
B04, Trade, 86196.788, 162, B04, S06, 1
B04, Trade, 86208.096, 168, B04, S13, 1
B04, Trade, 86232.615, 168, B04, S15, 1
B04, Trade, 86237.788, 168, B04, S20, 1
B04, Trade, 86244.404, 168, S17, B04, 1
B04, Trade, 86256.365, 162, B04, S15, 1
B04, Trade, 86271.769, 169, B04, S02, 1
B04, Trade, 86282.846, 174, B04, S19, 1
B04, Trade, 86297.019, 165, S07, B04, 1
B04, Trade, 86308.827, 167, S23, B04, 1
B04, Trade, 86331.019, 166, B04, S17, 1
B04, Trade, 86343.365, 163, B04, S01, 1
B04, Trade, 86350.558, 164, B04, S08, 1
B04, Trade, 86356.558, 169, B04, S00, 1
B04, Trade, 86375.000, 164, S08, B04, 1
B04, Trade, 86392.231, 164, B04, S18, 1
B05, 100
B05, Trade, 85091.885, 172, B05, S22, 1
B05, Trade, 85099.558, 170, S24, B05, 1
B05, Trade, 85115.558, 163, S09, B05, 1
B05, Trade, 85135.288, 167, S04, B05, 1
B05, Trade, 85146.346, 166, B05, S22, 1
B05, Trade, 85165.019, 164, B05, S15, 1
B05, Trade, 85171.096, 166, S11, B05, 1
B05, Trade, 85191.615, 168, S13, B05, 1
B05, Trade, 85200.000, 166, B05, S02, 1
B05, Trade, 85219.173, 172, S00, B05, 1
B05, Trade, 85223.673, 171, P00, B05, 1
B05, Trade, 85234.327, 168, B05, S18, 1
B05, Trade, 85255.212, 163, B05, S13, 1
B05, Trade, 85261.577, 168, P00, B05, 1
B05, Trade, 85264.096, 160, B05, S20, 1
B05, Trade, 85284.000, 168, B05, S20, 1
B05, Trade, 85291.442, 174, B05, S02, 1
B05, Trade, 85300.615, 165, B05, S04, 1
B05, Trade, 85307.635, 172, S04, B05, 1
B05, Trade, 85321.692, 166, S24, B05, 1
B05, Trade, 85338.885, 167, S07, B05, 1
B05, Trade, 85346.923, 167, S14, B05, 1
B05, Trade, 85365.558, 162, B05, S17, 1
B05, Trade, 85381.596, 174, S24, B05, 1
B05, Trade, 85386.365, 163, B05, S08, 1
B05, Trade, 85396.423, 177, B05, S23, 1
B05, Trade, 85411.885, 164, B05, S08, 1
B05, Trade, 85429.365, 161, B05, S04, 1
B05, Trade, 85442.365, 173, S15, B05, 1
B05, Trade, 85456.500, 166, B05, S11, 1
B05, Trade, 85461.865, 165, S21, B05, 1
B05, Trade, 85469.885, 161, B05, S01, 1
B05, Trade, 85496.731, 164, S00, B05, 1
B05, Trade, 85512.154, 170, B05, S11, 1
B05, Trade, 85513.865, 170, B05, S23, 1
B05, Trade, 85531.231, 165, B05, S07, 1
B05, Trade, 85549.442, 163, B05, S02, 1
B05, Trade, 85553.788, 164, S09, B05, 1
B05, Trade, 85569.654, 160, B05, S04, 1
B05, Trade, 85577.212, 169, S12, B05, 1
B05, Trade, 85600.077, 157, B05, S23, 1
B05, Trade, 85605.692, 164, S13, B05, 1
B05, Trade, 85621.481, 170, S11, B05, 1
B05, Trade, 85624.365, 162, B05, S02, 1
B05, Trade, 85671.365, 166, S23, B05, 1
B05, Trade, 85683.058, 170, S12, B05, 1
B05, Trade, 85698.269, 163, B05, S02, 1
B05, Trade, 85700.904, 166, S01, B05, 1
B05, Trade, 85713.365, 163, S20, B05, 1
B05, Trade, 85731.404, 157, S03, B05, 1
B05, Trade, 85743.577, 168, S14, B05, 1
B05, Trade, 85761.442, 160, B05, S21, 1
B05, Trade, 85765.788, 168, B05, S01, 1
B05, Trade, 85783.250, 162, S24, B05, 1
B05, Trade, 85795.058, 169, S06, B05, 1
B05, Trade, 85819.365, 164, B05, S23, 1
B05, Trade, 85837.731, 167, S10, B05, 1
